"","scenario","scenario_main","dispatch_cost","ann_gen_total_MWh","ann_gen_vre_nocurt_MWh","ann_gen_vre_MWh","ann_curt_vre_MWh","ann_gen_solarPV_MWh","ann_gen_wind_MWh","ann_gen_coal_MWh","ann_gen_gas_ccgt_MWh","ann_gen_gas_ct_MWh","ann_gen_diesel_MWh","ann_gen_other_MWh","ann_gen_hydro_MWh","ann_gen_nuclear_MWh","ann_discharge_bat_storage_MWh","ann_charge_bat_storage_MWh","new_capacity_coal_MW","new_capacity_gas_ccgt_MW","new_capacity_gas_ct_MW","capacity_vre_MW","capacity_solarPV_MW","capacity_wind_MW","capacity_bat_storage_MW","energy_bat_storage_MWh","scenario_build","scenario_split","rank","date_time","scenario_econ_dispatch","scenario_sensitivity","ann_cap_cost_coal_mil","ann_cap_cost_ccgt_mil","ann_cap_cost_ct_mil","ann_cap_cost_solar_mil","ann_cap_cost_wind_mil","ann_cap_cost_battery_mil","total_cost_new_conv","total_cost_vre","total_cost_capacity","total_cost_energy","total_cost","system_cost_vre","cost_vre_pMWh","cost_vre_nocurt_pMWh","cost_battery_pMWh","cost_battery_nocurt_pMWh","cost_vre_battery_pMWh","cost_vre_battery_nocurt_pMWh","capacity_value_pMWh","energy_value_pMWh","total_value_pMWh","system_cost_vre_pMWh","system_cost_add_pMWh_load","system_cost_add_perc","vre_share_after_curt","vre_curt","vre_share_nocurt","total_emissions_co2_milTonnes","grid_emissions_factor_kg_kWh","total_emissions_reduced_milTonnes","emissions_reduction","cost_emissions_reduction_pTonneCO2_avg","avoided_conv_cap_mw_perVREmw"
"136","S100W300","solar30LC",2801857500170,2424553182,862515820,835906570.57,26609277,165365152.73,670541417.8,1404227663.24,22495412.42,2177774.99,909104.08,1969.28,128787887.33,30046800,0,0,101640,750,36400,400086,100079,300007,0,0,"400 GW","25-75",13,"2018-01-18 06:42:15","ClcC70m","ClcC70mS30lc",12781.338227021,58.1273631345119,2372.53491659225,5809.97522163912,32818.2364238022,0,15212.0005067478,38628.2116454414,53840.2121521892,43105.5000026154,96945.7121548046,6179.44870153474,46.2111592436712,44.7855108854019,0,0,46.2111592436712,44.7855108854019,5.58366365766037,33.2349843663407,38.818648024001,7.39251121967018,2.54869587823904,0.0680808977524581,0.344767265480424,0.0308507378218291,0.355742174023387,1303.4549869865,0.537606267688171,761.7234512639,0.368841470139125,8.11245694389664,0.0643611623500947
"137","S200W200","solar30LC",3053020986540,2424553182,825174368,726237461.9,98936903,275207288.6,451030173.17,1505591312.7,29050032.98,3719724.15,1119963.01,0,128787887.33,30046800,0,0,107580,0,34200,400009,200004,200005,0,0,"400 GW","50-50",14,"2018-01-18 08:13:01","ClcC70m","ClcC70mS30lc",13528.2995519768,0,2229.13994910591,11611.0101442731,21878.8607463911,0,15757.4395010827,33489.8708906643,49247.310391747,46969.5536390769,96216.8640308239,5450.60057755411,46.1142155942318,40.5852050056216,0,0,46.1142155942318,40.5852050056216,5.67580490019377,32.9331512389637,38.6089561391575,7.50525945507427,2.24808456173271,0.0600509525255527,0.299534556425333,0.119898181447148,0.340340799338259,1400.6068174183,0.577676261265982,664.5716208321,0.321798643895933,8.20167519451026,0.056898719778805
"138","S300W100","solar30LC",3467762670630,2424553182,771532271,541920287.76,229611992,317629377.66,224290910.18,1683430448.83,35497543.16,3665695.59,1204519.26,0,128787887.33,30046800,0,0,117480,0,29600,400037,300014,100023,0,0,"400 GW","75-25",15,"2018-01-18 09:46:20","ClcC70m","ClcC70mS30lc",14773.2350935698,0,1929.31410799809,17416.9796475268,10941.6729003589,0,16702.5492015679,28358.6525478857,45061.2017494536,53350.1949327692,98411.3966822228,7645.13322895303,52.3299333654859,36.7562752898585,0,0,52.3299333654859,36.7562752898585,5.86225043834879,32.3601962697288,38.2224467080776,14.1074866574082,3.15321325418261,0.0842287975519567,0.223513467051679,0.297605157775701,0.31821627041547,1566.9620750657,0.646289009743693,498.2163631847,0.24124615769608,15.3450062942208,0.0436459627484458
"139","S400W0","solar30LC",3960936523480,2424553182,689271552,320913650.07,368357857,320913650.07,0,1899995278.05,39790800.23,3468549.39,1550216.84,0,128787887.33,30046800,0,0,143880,0,11800,400003,400003,0,0,0,"400 GW","100-0",16,"2018-01-18 11:17:42","ClcC70m","ClcC70mS30lc",18093.0632044843,0,769.118461972213,23221.730019098,0,0,18862.1816664566,23221.730019098,42083.9116855546,60937.4849766154,103021.39666217,12255.1332089002,72.3613034660032,33.6902487150638,0,0,72.3613034660032,33.6902487150638,3.16982459100943,31.0032210485442,34.1730456395537,38.1882578264495,5.05459451245815,0.135018593281738,0.132359913757503,0.534416226610786,0.284288073001321,1768.1641558271,0.729274230383576,297.0142824233,0.143820154676284,41.2610905742045,0.0221498338762459
"140","S0W600","solar30LC",2435141121170,2424553182,1286680244,1035306821.78,251373441,0,1035306821.78,1207395476.63,20051828.05,2225226.52,734600.95,4540.72,128787887.33,30046800,0,0,108240,500,35600,600016,0,600016,0,0,"600 GW","0-100",17,"2018-11-23 06:46:48","ClcC70m","ClcC70mS30lc",13611.2952547497,38.7515754230079,2320.39129205176,0,65636.6916307424,0,15970.4381222245,65636.6916307424,81607.1297529668,37463.7095564615,119070.839309428,28304.5758561586,63.398299180424,51.0124344698825,0,0,63.398299180424,51.0124344698825,3.77567639039978,32.2833111379532,36.058987528353,27.339311652071,11.6741410608326,0.311840267289739,0.427009326694159,0.195365883164986,0.530687573096922,1121.2298717672,0.462448042010901,943.9485664832,0.457078453367402,29.9852946030851,0.033665768912829
"141","S150W450","solar30LC",2316899179600,2424553182,1267252344,1101323765.74,165928599,203546327.84,897777437.85,1134648613.79,23951365.59,4557911.75,1226861.31,9976.57,128787887.33,30046800,0,0,83820,8000,45800,600096,150088,450008,0,0,"600 GW","25-75",18,"2018-11-23 08:04:39","ClcC70m","ClcC70mS30lc",10540.4542521537,620.025206768127,2985.222504943,8713.19218882455,49227.081156781,0,14145.7019638648,57940.2733456056,72085.9753094704,35644.6027630769,107730.578072547,16964.3146192775,52.6096640679268,45.7211806471952,0,0,52.6096640679268,45.7211806471952,5.20620716681039,31.9998897149685,37.2060968817789,15.4035671861479,6.9968828670047,0.186901101509058,0.454237825722397,0.130935704357237,0.5226745915116,1057.8138089113,0.436292268927966,1007.3646293391,0.487785757724902,16.8402921099257,0.0448594891484029
"142","S300W300","solar30LC",2626092346330,2424553182,1207988444,941908511.39,266079937,296907191.21,645001320.17,1289457272.2,27312740.83,5598389.7,1440441.42,1139.25,128787887.33,30046800,0,0,95040,3750,39200,600019,300012,300007,0,0,"600 GW","50-50",19,"2018-11-23 09:28:56","ClcC70m","ClcC70mS30lc",11951.3811992924,290.636815672559,2555.03760248396,17416.8635397475,32818.2364238022,0,14797.0556174489,50235.0999635498,65032.1555809987,40401.4207127692,105433.576293768,14667.3128404981,53.3333114162186,41.58574547055,0,0,53.3333114162186,41.58574547055,5.39581707472833,32.3655861751088,37.7614032498372,15.5719081663815,6.04949107711432,0.161594322410875,0.388487461682744,0.220266951999087,0.498231366079393,1202.480189048,0.495959502136423,862.6982492024,0.417735452406364,17.0016722000522,0.0442485987943715
"143","S450W150","solar30LC",3199035334310,2424553182,1142202959,666881339.53,475321629,372324916.58,294556422.99,1559871151.26,33257317.9,4443739.74,1264946.1,0,128787887.33,30046800,0,0,110880,0,33000,600057,450047,150010,0,0,"600 GW","75-25",20,"2018-11-23 10:50:14","ClcC70m","ClcC70mS30lc",13943.2780658411,0,2150.92451229517,26126.978872421,16409.8292570993,0,16094.2025781363,42536.8081295202,58631.0107076566,49215.9282201538,107846.93892781,17080.6754745406,63.7846729367162,37.2410242806246,0,0,63.7846729367162,37.2410242806246,5.67600087681332,32.4959063967062,38.1719072735195,25.6127656631967,7.04487556773279,0.188183085043866,0.275053294141353,0.416144622743881,0.471098331634781,1452.8863445154,0.59923880214371,612.292093735,0.296483869090619,27.8962861831972,0.034430062477398
"144","S600W0","solar30LC",3926566272050,2424553182,1026500348,339204342.34,687296010,339204342.34,0,1881145692.92,39921310.77,3748989.18,1698159.36,0,128787887.33,30046800,0,0,143880,0,11400,600051,600051,0,0,0,"600 GW","100-0",21,"2018-11-23 12:11:13","ClcC70m","ClcC70mS30lc",18093.0632044843,0,743.046649701969,34835.2945345155,0,0,18836.1098541863,34835.2945345155,53671.4043887018,60408.7118776923,114080.116266394,23313.8528131243,102.69707720781,33.9359792740328,0,0,102.69707720781,33.9359792740328,3.07576189813916,30.8903177867804,33.9660796849196,68.7309975228906,9.61573166808938,0.256855927809865,0.139903857279052,0.669552628013332,0.423377121863438,1751.1753418684,0.722267242834354,314.003096382,0.152046472385224,74.2472067369739,0.0154320216114964
"145","S0W0","wind30LC_solar30LC",4607644717470,2424553182,0,0,0,0,0,2226209346.9,37431382.02,1890048.44,187717.24,0,128787887.33,30046800,0,0,151140,0,13400,0,0,0,0,0,"0 GW","0-0",1,"2018-01-17 00:22:52","ClcC70m","ClcC70mW30lcS30lc",19006.0159349858,0,873.405711053191,0,0,0,19879.421646039,0,19879.421646039,70886.8418072308,90766.2634532698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2065.1784382504,0.851776918560659,NA,NA,NA,NA
"146","S0W200","wind30LC_solar30LC",3532123259920,2424553182,477166828,477093308.08,73516,0,477093308.08,1763116977.13,23986377.7,1291599.33,229093.08,1139.25,128787887.33,30046800,0,0,126720,0,28800,200005,0,200005,0,0,"200 GW","0-100",2,"2018-01-17 14:02:44","ClcC70m","ClcC70mW30lcS30lc",15935.1749323899,0,1877.1704834576,0,16215.2250224738,0,17812.3454158475,16215.2250224738,34027.5704383213,54340.3578449231,88367.9282832444,-2398.33517002544,33.987533985186,33.9822973244775,0,0,33.987533985186,33.9822973244775,4.33264561708114,34.6818613509732,39.0145069680543,-5.02697298286833,-0.989186456222449,-0.026423200413667,0.196775765374818,0.000154075924154595,0.196806088454776,1633.1434614971,0.673585332597213,432.0349767533,0.209199829298681,-5.55125232694976,0.0450988725281868
"147","S50W150","wind30LC_solar30LC",3583862714080,2424553182,454821772,454776174.16,45593,87798652.91,366977521.2,1783235770.94,25922219,1358091.26,426239.21,0,128787887.33,30046800,0,0,118800,0,25000,200025,50015,150010,0,0,"200 GW","25-75",3,"2018-01-17 16:51:26","ClcC70m","ClcC70mW30lcS30lc",14939.2264991155,0,1629.48826689028,2903.56529052329,12161.9254799695,0,16568.7147660058,15065.4907704928,31634.2055364986,55136.3494473846,86770.5549838832,-3995.70846938663,33.1272648535726,33.1239437027055,0,0,33.1272648535726,33.1239437027055,7.27986000178731,34.6335038086335,41.9133638104209,-8.78609895684829,-1.64801848812844,-0.0440219561472175,0.187571127553019,0.000100254303569209,0.187589934251234,1652.6693548908,0.681638731276467,412.5090833596,0.199745007849818,-9.68635269033196,0.10368703912011
"148","S100W100","wind30LC_solar30LC",3669520918960,2424553182,427217839,426206259.72,1011581,174521298.28,251684961.31,1807136232.63,30079657.89,1711103.81,585240.61,0,128787887.33,30046800,0,0,119460,0,27400,200102,100079,100023,0,0,"200 GW","50-50",4,"2018-01-17 18:07:51","ClcC70m","ClcC70mW30lcS30lc",15022.2222018884,0,1785.91914051175,5809.97522163912,8109.27453025123,0,16808.1413424001,13919.2497518903,30727.3910942905,56454.167984,87181.5590782905,-3584.70437497934,32.6584826816826,32.5811529417206,0,0,32.6584826816826,32.5811529417206,7.20608914955078,33.8631202477233,41.0692093972741,-8.4107267155915,-1.47850102921741,-0.0394937969086376,0.175787548354961,0.00236783015046329,0.17620477132516,1676.7566830339,0.691573480624068,388.4217552165,0.188081450020158,-9.22889700908046,0.0883549389811196
"149","S150W50","wind30LC_solar30LC",3817776955360,2424553182,392945562,375118489.13,17827089,246842981.49,128275507.47,1849931247.21,37249321.8,2553020.61,866416.04,0,128787887.33,30046800,0,0,126720,0,24200,200039,150010,50029,0,0,"200 GW","75-25",5,"2018-01-17 19:30:53","ClcC70m","ClcC70mW30lcS30lc",15935.1749323899,0,1577.34464234979,8708.66398543235,4056.05606184516,0,17512.5195747397,12764.7200472775,30277.2396220172,58735.0300824615,89012.2697044787,-1753.99374879109,34.0285014393247,32.4847034340027,0,0,34.0285014393247,32.4847034340027,6.30974516022616,32.3945955128805,38.7043406731067,-4.67583923378201,-0.723429686679108,-0.0193242916702649,0.154716544027534,0.0453677928801751,0.162069269058417,1719.9003267263,0.70936795261697,345.2781115241,0.167190449565519,-5.07994480463516,0.0680867230889976
"150","S200W0","wind30LC_solar30LC",4037051075410,2424553182,348007539,278446346.85,69561203,278446346.85,0,1945090909.13,38237835.62,2808020.62,1135382.27,0,128787887.33,30046800,0,0,144540,0,11000,200004,200004,0,0,0,"200 GW","100-0",6,"2018-01-17 20:59:34","ClcC70m","ClcC70mW30lcS30lc",18176.0589072572,0,716.974837431724,11611.0101442731,0,0,18893.0337446889,11611.0101442731,30504.0438889621,62108.4780832308,92612.5219721928,1846.25851892302,41.6992726808085,33.3642488827609,0,0,41.6992726808085,33.3642488827609,3.54247025507387,31.5262305406683,35.0687007957422,6.63057188506625,0.761484026265016,0.020340801181857,0.114844396450942,0.199884152940721,0.143534710471036,1808.243593812,0.74580487952852,256.9348444384,0.124412902865707,7.18570703385331,0.0449991000179996
"151","S0W400","wind30LC_solar30LC",2809867508840,2424553182,888594843,843674515.67,44920318,0,843674515.67,1397834863.22,21975644.36,1734949.73,497382.38,1139.25,128787887.33,30046800,0,0,113520,0,40200,400031,0,400031,0,0,"400 GW","0-100",12,"2018-01-18 05:22:36","ClcC70m","ClcC70mW30lcS30lc",14275.2608769326,0,2620.21713315957,0,32432.1526010111,0,16895.4780100922,32432.1526010111,49327.6306111032,43228.7309052308,92556.361516334,1790.09806306419,38.4415458789285,36.4982453550105,0,0,38.4415458789285,36.4982453550105,3.53684220694657,32.7829161463239,36.3197583532704,2.12178752565805,0.738320807460096,0.0197220640682846,0.347971132138276,0.0505520909600868,0.366498392197363,1296.7387166751,0.534836161277942,768.4397215753,0.372093620261848,2.32952307488021,0.0270479037874565
"152","S100W300","wind30LC_solar30LC",2801857500170,2424553182,862515820,835906570.57,26609277,165365152.73,670541417.8,1404227663.24,22495412.42,2177774.99,909104.08,1969.28,128787887.33,30046800,0,0,101640,750,36400,400086,100079,300007,0,0,"400 GW","25-75",13,"2018-01-18 06:42:15","ClcC70m","ClcC70mW30lcS30lc",12781.338227021,58.1273631345119,2372.53491659225,5809.97522163912,24322.7969966616,0,15212.0005067478,30132.7722183007,45344.7727250485,43105.5000026154,88450.2727276639,-2315.99072560592,36.0480145499435,34.9359067040657,0,0,36.0480145499435,34.9359067040657,5.58366365766037,33.2349843663407,38.818648024001,-2.77063347405758,-0.955223726499361,-0.0255159861989724,0.344767265480424,0.0308507378218291,0.355742174023387,1303.4549869865,0.537606267688171,761.7234512639,0.368841470139125,-3.04046136660632,0.0643611623500947
"153","S200W200","wind30LC_solar30LC",3053020986540,2424553182,825174368,726237461.9,98936903,275207288.6,451030173.17,1505591312.7,29050032.98,3719724.15,1119963.01,0,128787887.33,30046800,0,0,107580,0,34200,400009,200004,200005,0,0,"400 GW","50-50",14,"2018-01-18 08:13:01","ClcC70m","ClcC70mW30lcS30lc",13528.2995519768,0,2229.13994910591,11611.0101442731,16215.2250224738,0,15757.4395010827,27826.2351667469,43583.6746678297,46969.5536390769,90553.2283069066,-213.03514636324,38.3156152451118,33.7216426561942,0,0,38.3156152451118,33.7216426561942,5.67580490019377,32.9331512389637,38.6089561391575,-0.293340894045713,-0.087865734579395,-0.0023470741028457,0.299534556425333,0.119898181447148,0.340340799338259,1400.6068174183,0.577676261265982,664.5716208321,0.321798643895933,-0.320560101703563,0.056898719778805
"154","S300W100","wind30LC_solar30LC",3467762670630,2424553182,771532271,541920287.76,229611992,317629377.66,224290910.18,1683430448.83,35497543.16,3665695.59,1204519.26,0,128787887.33,30046800,0,0,117480,0,29600,400037,300014,100023,0,0,"400 GW","75-25",15,"2018-01-18 09:46:20","ClcC70m","ClcC70mW30lcS30lc",14773.2350935698,0,1929.31410799809,17416.9796475268,8109.27453025123,0,16702.5492015679,25526.2541777781,42228.8033793459,53350.1949327692,95578.9983121152,4812.73485884536,47.1033374360084,33.085141266603,0,0,47.1033374360084,33.085141266603,5.86225043834879,32.3601962697288,38.2224467080776,8.88089072793078,1.98499867710691,0.0530233885999191,0.223513467051679,0.297605157775701,0.31821627041547,1566.9620750657,0.646289009743693,498.2163631847,0.24124615769608,9.65992932885901,0.0436459627484458
"155","S400W0","wind30LC_solar30LC",3960936523480,2424553182,689271552,320913650.07,368357857,320913650.07,0,1899995278.05,39790800.23,3468549.39,1550216.84,0,128787887.33,30046800,0,0,143880,0,11800,400003,400003,0,0,0,"400 GW","100-0",16,"2018-01-18 11:17:42","ClcC70m","ClcC70mW30lcS30lc",18093.0632044843,0,769.118461972213,23221.730019098,0,0,18862.1816664566,23221.730019098,42083.9116855546,60937.4849766154,103021.39666217,12255.1332089002,72.3613034660032,33.6902487150638,0,0,72.3613034660032,33.6902487150638,3.16982459100943,31.0032210485442,34.1730456395537,38.1882578264495,5.05459451245815,0.135018593281738,0.132359913757503,0.534416226610786,0.284288073001321,1768.1641558271,0.729274230383576,297.0142824233,0.143820154676284,41.2610905742045,0.0221498338762459
"156","S0W600","wind30LC_solar30LC",2435141121170,2424553182,1286680244,1035306821.78,251373441,0,1035306821.78,1207395476.63,20051828.05,2225226.52,734600.95,4540.72,128787887.33,30046800,0,0,108240,500,35600,600016,0,600016,0,0,"600 GW","0-100",17,"2018-11-23 06:46:48","ClcC70m","ClcC70mW30lcS30lc",13611.2952547497,38.7515754230079,2320.39129205176,0,48645.7561415197,0,15970.4381222245,48645.7561415197,64616.1942637441,37463.7095564615,102079.903820206,11313.6403669358,46.9868015144372,37.8071835394713,0,0,46.9868015144372,37.8071835394713,3.77567639039978,32.2833111379532,36.058987528353,10.9278139860842,4.66627849243681,0.124645875422211,0.427009326694159,0.195365883164986,0.530687573096922,1121.2298717672,0.462448042010901,943.9485664832,0.457078453367402,11.9854415469756,0.033665768912829
"157","S150W450","wind30LC_solar30LC",2316899179600,2424553182,1267252344,1101323765.74,165928599,203546327.84,897777437.85,1134648613.79,23951365.59,4557911.75,1226861.31,9976.57,128787887.33,30046800,0,0,83820,8000,45800,600096,150088,450008,0,0,"600 GW","25-75",18,"2018-11-23 08:04:39","ClcC70m","ClcC70mW30lcS30lc",10540.4542521537,620.025206768127,2985.222504943,8713.19218882455,36483.9928097467,0,14145.7019638648,45197.1849985713,59342.8869624361,35644.6027630769,94987.489725513,4221.22627224322,41.0389627506153,35.6654972567731,0,0,41.0389627506153,35.6654972567731,5.20620716681039,31.9998897149685,37.2060968817789,3.83286586883639,1.74103265854583,0.0465065555377465,0.454237825722397,0.130935704357237,0.5226745915116,1057.8138089113,0.436292268927966,1007.3646293391,0.487785757724902,4.19036578146746,0.0448594891484029
"158","S300W300","wind30LC_solar30LC",2626092346330,2424553182,1207988444,941908511.39,266079937,296907191.21,645001320.17,1289457272.2,27312740.83,5598389.7,1440441.42,1139.25,128787887.33,30046800,0,0,95040,3750,39200,600019,300012,300007,0,0,"600 GW","50-50",19,"2018-11-23 09:28:56","ClcC70m","ClcC70mW30lcS30lc",11951.3811992924,290.636815672559,2555.03760248396,17416.8635397475,24322.7969966616,0,14797.0556174489,41739.6605364091,56536.7161538581,40401.4207127692,96938.1368666273,6171.87341335748,44.3139222458164,34.5530296616059,0,0,44.3139222458164,34.5530296616059,5.39581707472833,32.3655861751088,37.7614032498372,6.55251899597922,2.54557147237593,0.0679974384594449,0.388487461682744,0.220266951999087,0.498231366079393,1202.480189048,0.495959502136423,862.6982492024,0.417735452406364,7.15415085061738,0.0442485987943715
"159","S450W150","wind30LC_solar30LC",3199035334310,2424553182,1142202959,666881339.53,475321629,372324916.58,294556422.99,1559871151.26,33257317.9,4443739.74,1264946.1,0,128787887.33,30046800,0,0,110880,0,33000,600057,450047,150010,0,0,"600 GW","75-25",20,"2018-11-23 10:50:14","ClcC70m","ClcC70mW30lcS30lc",13943.2780658411,0,2150.92451229517,26126.978872421,12161.9254799695,0,16094.2025781363,38288.9043523905,54383.1069305268,49215.9282201538,103599.035150681,12832.7716974108,57.4148684072874,33.5219796540472,0,0,57.4148684072874,33.5219796540472,5.67600087681332,32.4959063967062,38.1719072735195,19.2429611337678,5.29283984887687,0.141382615182982,0.275053294141353,0.416144622743881,0.471098331634781,1452.8863445154,0.59923880214371,612.292093735,0.296483869090619,20.9585781503898,0.034430062477398
