Line,Node From,Node To,Type,Voltage.From,Voltage.To,Max Flow,Min Flow,ratingA,ratingB,ratingC,Resistance,Reactance,Status,Length,Units
412031_412040_1_CKT,412031_RENGUNTA_220,412040_KODURU_220,AC,220,220,131,-131,131,213,234,0.0054,0.0281,1,NA,1
412031_412058_1_CKT,412031_RENGUNTA_220,412058_NLR42_220,AC,220,220,131,-131,131,213,234,0.0133,0.0606,1,NA,1
412031_412058_2_CKT,412031_RENGUNTA_220,412058_NLR42_220,AC,220,220,131,-131,131,213,234,0.0133,0.0606,1,NA,1
412031_412090_1_CKT,412031_RENGUNTA_220,412090_NGRI_220,AC,220,220,131,-131,131,213,234,0.00565,0.02985,1,NA,1
412032_412037_1_CKT,412032_SOMYALLI_220,412037_NANDYALA_220,AC,220,220,131,-131,131,213,234,0.0056,0.0293,1,NA,1
412032_412037_2_CKT,412032_SOMYALLI_220,412037_NANDYALA_220,AC,220,220,131,-131,131,213,234,0.0056,0.0293,1,NA,1
412032_412048_1_CKT,412032_SOMYALLI_220,412048_KURNOOL_220,AC,220,220,131,-131,131,213,234,0.0033,0.0169,1,NA,1
412032_412048_2_CKT,412032_SOMYALLI_220,412048_KURNOOL_220,AC,220,220,131,-131,131,213,234,0.0033,0.0169,1,NA,1
412032_412077_2_CKT,412032_SOMYALLI_220,412077_DHONE_220,AC,220,220,131,-131,131,213,234,0.0067,0.0355,1,NA,1
412032_412077_3_CKT,412032_SOMYALLI_220,412077_DHONE_220,AC,220,220,131,-131,131,213,234,0.0067,0.0355,1,NA,1
412032_412078_2_CKT,412032_SOMYALLI_220,412078_BLKLGDR_220,AC,220,220,131,-131,131,213,234,0.0063,0.0331,1,NA,1
412033_412056_1_CKT,412033_PODILI_220,412056_MARAPRAM_220,AC,220,220,131,-131,131,213,234,0.0106,0.0557,1,NA,1
412033_412069_1_CKT,412033_PODILI_220,412069_NARARETA_220,AC,220,220,131,-131,131,213,234,0.0115,0.0525,1,NA,1
412033_412076_1_CKT,412033_PODILI_220,412076_PRCHUR_220,AC,220,220,131,-131,131,213,234,0.0032,0.043264,1,NA,1
412033_412076_2_CKT,412033_PODILI_220,412076_PRCHUR_220,AC,220,220,131,-131,131,213,234,0.0032,0.043264,1,NA,1
412034_412035_1_CKT,412034_MUDDANUR_220,412035_YERAGTLA_220,AC,220,220,131,-131,131,213,234,0.0025,0.0129,1,NA,1
412034_412035_2_CKT,412034_MUDDANUR_220,412035_YERAGTLA_220,AC,220,220,131,-131,131,213,234,0.0025,0.0129,1,NA,1
412034_412070_1_CKT,412034_MUDDANUR_220,412070_PULVEULA_220,AC,220,220,131,-131,131,213,234,0.0052,0.0237,1,NA,1
412034_412070_2_CKT,412034_MUDDANUR_220,412070_PULVEULA_220,AC,220,220,131,-131,131,213,234,0.0052,0.0237,1,NA,1
412034_412102_1_CKT,412034_MUDDANUR_220,412102_TIMMPR_220,AC,220,220,131,-131,131,213,234,0.008,0.041187,1,NA,1
412034_412102_2_CKT,412034_MUDDANUR_220,412102_TIMMPR_220,AC,220,220,131,-131,131,213,234,0.008,0.041187,1,NA,1
412036_412039_1_CKT,412036_ANATHPUR_220,412039_RAMAGIRI_220,AC,220,220,131,-131,131,213,234,0.0099,0.052,1,NA,1
412036_412053_1_CKT,412036_ANATHPUR_220,412053_KALANURG_220,AC,220,220,131,-131,131,213,234,0.008,0.0363,1,NA,1
412036_412102_1_CKT,412036_ANATHPUR_220,412102_TIMMPR_220,AC,220,220,131,-131,131,213,234,0.007338,0.037776,1,NA,1
412036_412102_2_CKT,412036_ANATHPUR_220,412102_TIMMPR_220,AC,220,220,131,-131,131,213,234,0.007338,0.037776,1,NA,1
412038_412050_1_CKT,412038_NUNNA_220,412050_GUDIVADA_220,AC,220,220,131,-131,131,213,234,0.0054,0.0246,1,NA,1
412038_412050_2_CKT,412038_NUNNA_220,412050_GUDIVADA_220,AC,220,220,131,-131,131,213,234,0.0054,0.0246,1,NA,1
412038_422005_1_CKT,412038_NUNNA_220,422005_KOTAGDEM_220,AC,220,220,131,-131,131,213,234,0.0194,0.109,1,NA,1
412039_412089_1_CKT,412039_RAMAGIRI_220,412089_SUPREME_220,AC,220,220,131,-131,131,213,234,0.0091,0.0476,1,NA,1
412039_412100_1_CKT,412039_RAMAGIRI_220,412100_RMGIRI-W_220,AC,220,220,131,-131,131,213,234,0,1e-04,1,NA,1
412039_412107_1_CKT,412039_RAMAGIRI_220,412107_RAYALA-W_220,AC,220,220,131,-131,131,213,234,0,1e-04,1,NA,1
412041_412047_1_CKT,412041_JEGRUADU_220,412047_NIDDAOLU_220,AC,220,220,131,-131,131,213,234,0.0037,0.0194,1,NA,1
412042_412043_1_CKT,412042_SPECTRUM_220,412043_KAKINADA_220,AC,220,220,131,-131,131,213,234,0.0016,0.0081,1,NA,1
412042_412043_2_CKT,412042_SPECTRUM_220,412043_KAKINADA_220,AC,220,220,131,-131,131,213,234,0.0016,0.0081,1,NA,1
412043_412098_1_CKT,412043_KAKINADA_220,412098_SILK-RD-SRS_220,AC,220,220,131,-131,131,213,234,0,1e-04,1,NA,1
412044_412099_1_CKT,412044_CHILALLU_220,412099_JP-CEMENTS_220,AC,220,220,131,-131,131,213,234,0,1e-04,1,NA,1
412044_422026_1_CKT,412044_CHILALLU_220,422026_NARATLLY_220,AC,220,220,131,-131,131,213,234,0.0144,0.0658,1,NA,1
412044_422026_2_CKT,412044_CHILALLU_220,422026_NARATLLY_220,AC,220,220,131,-131,131,213,234,0.0144,0.0658,1,NA,1
412045_412047_1_CKT,412045_VIJHE-II_220,412047_NIDDAOLU_220,AC,220,220,131,-131,131,213,234,0.001,0.005,1,NA,1
412045_412067_1_CKT,412045_VIJHE-II_220,412067_K.V.KOTA_220,AC,220,220,131,-131,131,213,234,0.01,0.0455,1,NA,1
412048_412074_1_CKT,412048_KURNOOL_220,412074_BKOTKUR_220,AC,220,220,131,-131,131,213,234,0.00314,0.01945,1,NA,1
412050_412064_1_CKT,412050_GUDIVADA_220,412064_BHEMARAM_220,AC,220,220,131,-131,131,213,234,0.0092,0.055,1,NA,1
412050_412064_2_CKT,412050_GUDIVADA_220,412064_BHEMARAM_220,AC,220,220,131,-131,131,213,234,0.0092,0.055,1,NA,1
412050_412093_1_CKT,412050_GUDIVADA_220,412093_SRIBA_220,AC,220,220,131,-131,131,213,234,0,1e-04,1,NA,1
412051_412063_1_CKT,412051_VIZGSEB_220,412063_DAIYARM_220,AC,220,220,131,-131,131,213,234,0.0047,0.025,1,NA,1
412051_412063_2_CKT,412051_VIZGSEB_220,412063_DAIYARM_220,AC,220,220,131,-131,131,213,234,0.0047,0.025,1,NA,1
412052_412054_1_CKT,412052_VEMAGIRI_220,412054_PEDAPRAM_220,AC,220,220,131,-131,131,213,234,0.0052,0.0332,1,NA,1
412052_412054_2_CKT,412052_VEMAGIRI_220,412054_PEDAPRAM_220,AC,220,220,131,-131,131,213,234,0.0052,0.0332,1,NA,1
412054_412057_1_CKT,412054_PEDAPRAM_220,412057_RELIANCE_220,AC,220,220,131,-131,131,213,234,3e-04,0.0012,1,NA,1
412054_412057_2_CKT,412054_PEDAPRAM_220,412057_RELIANCE_220,AC,220,220,131,-131,131,213,234,3e-04,0.0012,1,NA,1
412054_412071_1_CKT,412054_PEDAPRAM_220,412071_GMRBORGE_220,AC,220,220,131,-131,131,213,234,0.00444,0.02354,1,NA,1
412054_412071_2_CKT,412054_PEDAPRAM_220,412071_GMRBORGE_220,AC,220,220,131,-131,131,213,234,0.00444,0.02354,1,NA,1
412054_412088_1_CKT,412054_PEDAPRAM_220,412088_ANRAKU_220,AC,220,220,200,-200,0,0,0,0.0207,0.09453,1,NA,1
412054_412097_1_CKT,412054_PEDAPRAM_220,412097_SRIGIRIJA_220,AC,220,220,131,-131,131,213,234,0,1e-04,1,NA,1
412055_412088_1_CKT,412055_PARWADA_220,412088_ANRAKU_220,AC,220,220,200,-200,0,0,0,0.00918,0.041922,1,NA,1
412058_412094_1_CKT,412058_NLR42_220,412094_SBQ_220,AC,220,220,131,-131,131,213,234,0,1e-04,1,NA,1
412061_412062_1_CKT,412061_BOYRELLI_220,412062_TADPATRI_220,AC,220,220,131,-131,131,213,234,0.0043,0.0227,1,NA,1
412061_412066_1_CKT,412061_BOYRELLI_220,412066_PENACNTS_220,AC,220,220,131,-131,131,213,234,4e-04,0.0016,1,NA,1
412062_412101_1_CKT,412062_TADPATRI_220,412101_TADIPATHRI-W_220,AC,220,220,131,-131,131,213,234,0,1e-04,1,NA,1
412069_412092_1_CKT,412069_NARARETA_220,412092_STNPLLI_220,AC,220,220,131,-131,131,213,234,0.00271,0.01678,1,NA,1
412069_412092_2_CKT,412069_NARARETA_220,412092_STNPLLI_220,AC,220,220,131,-131,131,213,234,0.00271,0.01678,1,NA,1
412074_412075_1_CKT,412074_BKOTKUR_220,412075_MALYALA_220,AC,220,220,131,-131,131,213,234,0.00143,0.00887,1,NA,1
412074_412075_2_CKT,412074_BKOTKUR_220,412075_MALYALA_220,AC,220,220,131,-131,131,213,234,0.00143,0.00887,1,NA,1
412074_422046_1_CKT,412074_BKOTKUR_220,422046_WANPATHY_220,AC,220,220,131,-131,131,213,234,0.01324,0.08187,1,NA,1
412076_412092_1_CKT,412076_PRCHUR_220,412092_STNPLLI_220,AC,220,220,131,-131,131,213,234,0.00675,0.03075,1,NA,1
412076_412092_2_CKT,412076_PRCHUR_220,412092_STNPLLI_220,AC,220,220,131,-131,131,213,234,0.00675,0.03075,1,NA,1
412077_412080_1_CKT,412077_DHONE_220,412080_KRGRLS_220,AC,220,220,131,-131,131,213,234,0.0015,0.0066,1,NA,1
412077_412081_1_CKT,412077_DHONE_220,412081_KMBLPDLS_220,AC,220,220,131,-131,131,213,234,0.0015,0.007,1,NA,1
412080_412082_1_CKT,412080_KRGRLS_220,412082_STTPLILS_220,AC,220,220,131,-131,131,213,234,0.0013,0.0061,1,NA,1
412081_412084_1_CKT,412081_KMBLPDLS_220,412084_LKKSGRAM_220,AC,220,220,131,-131,131,213,234,0.00154,0.00793,1,NA,1
412083_412106_1_CKT,412083_RGLPDU_220,412106_VZKR-W_220,AC,220,220,131,-131,131,213,234,0,1e-04,1,NA,1
412083_432001_1_CKT,412083_RGLPDU_220,432001_ALIPUR2_220,AC,220,220,131,-131,131,213,234,0.00792,0.04908,1,NA,1
412084_412085_1_CKT,412084_LKKSGRAM_220,412085_NNSRLLA_220,AC,220,220,131,-131,131,213,234,0.00134,0.00584,1,NA,1
412102_412104_1_CKT,412102_TIMMPR_220,412104_KNDAPRM_220,AC,220,220,131,-131,131,213,234,0.00159,0.008186,1,NA,1
412102_412104_2_CKT,412102_TIMMPR_220,412104_KNDAPRM_220,AC,220,220,131,-131,131,213,234,0.00159,0.008186,1,NA,1
412104_412105_1_CKT,412104_KNDAPRM_220,412105_SHPRM-W_220,AC,220,220,131,-131,131,213,234,0,1e-04,1,NA,1
414001_414010_1_CKT,414001_GOOTY_400,414010_KURNOOL_400,AC,400,400,517,-517,517,874,961,0.00157,0.0176,1,NA,1
414001_414023_1_CKT,414001_GOOTY_400,414023_NLR-PS_400,AC,400,400,692,-692,692,2029,2231,0.002652,0.04566,1,NA,1
414001_414023_2_CKT,414001_GOOTY_400,414023_NLR-PS_400,AC,400,400,692,-692,692,2029,2231,0.002652,0.04566,1,NA,1
414001_414031_1_CKT,414001_GOOTY_400,414031_KRNL-PG_400,AC,400,400,517,-517,517,874,961,0.00209475,0.0233437,1,NA,1
414001_414032_1_CKT,414001_GOOTY_400,414032_GTYN-FSC_400,AC,400,400,517,-517,517,874,961,0,-0.02126,1,NA,1
414001_414033_1_CKT,414001_GOOTY_400,414033_GTYS-FSC_400,AC,400,400,517,-517,517,874,961,0,-0.02106,1,NA,1
414001_434009_1_CKT,414001_GOOTY_400,434009_RCHR-NEW_400,AC,400,400,692,-692,692,2029,2231,0.00117,0.02017,1,NA,1
414001_434009_2_CKT,414001_GOOTY_400,434009_RCHR-NEW_400,AC,400,400,692,-692,692,2029,2231,0.00117,0.02017,1,NA,1
414002_414004_1_CKT,414002_CHITOOR_400,414004_CHNKMPLY_400,AC,400,400,517,-517,517,874,961,0.00274,0.03053,1,NA,1
414002_414029_1_CKT,414002_CHITOOR_400,414029_NLR-AP_400,AC,400,400,681,-681,681,1749,1923,0.0016721,0.028789,1,NA,1
414002_414030_1_CKT,414002_CHITOOR_400,414030_SDSTPS_400,AC,400,400,681,-681,681,1749,1923,0.0017351,0.029873,1,NA,1
414002_444001_1_CKT,414002_CHITOOR_400,444001_SRPRMBDR_400,AC,400,400,517,-517,517,874,961,0.00177,0.01974,1,NA,1
414002_444024_1_CKT,414002_CHITOOR_400,444024_TRVLM_400,AC,400,400,681,-681,681,1749,1923,0.000192919,0.0033214,1,NA,1
414002_444024_2_CKT,414002_CHITOOR_400,444024_TRVLM_400,AC,400,400,681,-681,681,1749,1923,0.000192919,0.0033214,1,NA,1
414003_414008_1_CKT,414003_NLR-PG_400,414008_NUNNA_400,AC,400,400,517,-517,517,874,961,0.00634,0.07068,1,NA,1
414003_414008_2_CKT,414003_NLR-PG_400,414008_NUNNA_400,AC,400,400,517,-517,517,874,961,0.00634,0.07068,1,NA,1
414003_414023_1_CKT,414003_NLR-PG_400,414023_NLR-PS_400,AC,400,400,681,-681,681,1749,1923,5.83e-05,0.001003,1,NA,1
414003_414023_2_CKT,414003_NLR-PG_400,414023_NLR-PS_400,AC,400,400,681,-681,681,1749,1923,5.8e-05,0.001003,1,NA,1
414003_414029_@1_CKT,414003_NLR-PG_400,414029_NLR-AP_400,AC,400,400,870,-870,0,0,0,0,1e-04,1,NA,1
414003_444001_1_CKT,414003_NLR-PG_400,444001_SRPRMBDR_400,AC,400,400,517,-517,517,874,961,0.00351918,0.0392175,1,NA,1
414003_444002_1_CKT,414003_NLR-PG_400,444002_ALAMATTY_400,AC,400,400,517,-517,517,874,961,0.00372,0.0415,1,NA,1
414003_444024_1_CKT,414003_NLR-PG_400,444024_TRVLM_400,AC,400,400,681,-681,681,1749,1923,0.001587,0.027328,1,NA,1
414003_444024_2_CKT,414003_NLR-PG_400,444024_TRVLM_400,AC,400,400,681,-681,681,1749,1923,0.00158725,0.0273277,1,NA,1
414004_414005_C_CKT,414004_CHNKMPLY_400,414005_CNP-FSC1_400,AC,400,400,517,-517,517,874,961,0,-0.02302,1,NA,1
414004_414006_C_CKT,414004_CHNKMPLY_400,414006_CNP-FSC2_400,AC,400,400,517,-517,517,874,961,0,-0.02313,1,NA,1
414004_434010_1_CKT,414004_CHNKMPLY_400,434010_KOLAR-PG_400,AC,400,400,517,-517,517,874,961,0.00324,0.03612,1,NA,1
414005_414007_1_CKT,414005_CNP-FSC1_400,414007_TALPALLI_400,AC,400,400,517,-517,517,874,961,0.00516,0.05754,1,NA,1
414006_414007_1_CKT,414006_CNP-FSC2_400,414007_TALPALLI_400,AC,400,400,517,-517,517,874,961,0.00519,0.05782,1,NA,1
414007_414031_1_CKT,414007_TALPALLI_400,414031_KRNL-PG_400,AC,400,400,517,-517,517,874,961,0.00492499,0.0548537,1,NA,1
414007_424001_1_CKT,414007_TALPALLI_400,424001_MAHBBNGR_400,AC,400,400,517,-517,517,874,961,0.00343,0.03826,1,NA,1
414007_424002_1_CKT,414007_TALPALLI_400,424002_RGM-NTPC_400,AC,400,400,517,-517,517,874,961,0.00498,0.05544,1,NA,1
414007_424002_2_CKT,414007_TALPALLI_400,424002_RGM-NTPC_400,AC,400,400,517,-517,517,874,961,0.00498,0.05544,1,NA,1
414007_424003_1_CKT,414007_TALPALLI_400,424003_GHANAPUR_400,AC,400,400,517,-517,517,874,961,0.00289,0.0322,1,NA,1
414007_424004_1_CKT,414007_TALPALLI_400,424004_KHAMMAM_400,AC,400,400,517,-517,517,874,961,0.00269,0.03,1,NA,1
414008_414009_1_CKT,414008_NUNNA_400,414009_GAZUWAKA_400,AC,400,400,517,-517,517,874,961,0.0059,0.06576,1,NA,1
414008_414013_1_CKT,414008_NUNNA_400,414013_VTS-IV_400,AC,400,400,517,-517,517,874,961,0.00036,0.00381,1,NA,1
414008_414013_2_CKT,414008_NUNNA_400,414013_VTS-IV_400,AC,400,400,517,-517,517,874,961,0.00036,0.00381,1,NA,1
414008_414014_1_CKT,414008_NUNNA_400,414014_VEMAGIRI_400,AC,400,400,517,-517,517,874,961,0.00271,0.02618,1,NA,1
414008_414014_2_CKT,414008_NUNNA_400,414014_VEMAGIRI_400,AC,400,400,517,-517,517,874,961,0.00271,0.02618,1,NA,1
414008_414014_3_CKT,414008_NUNNA_400,414014_VEMAGIRI_400,AC,400,400,517,-517,517,874,961,0.00365,0.04067,1,NA,1
414008_414014_4_CKT,414008_NUNNA_400,414014_VEMAGIRI_400,AC,400,400,517,-517,517,874,961,0.00365,0.04067,1,NA,1
414008_414019_1_CKT,414008_NUNNA_400,414019_LANCO_400,AC,400,400,517,-517,517,874,961,0.00045,0.00399,1,NA,1
414008_414019_2_CKT,414008_NUNNA_400,414019_LANCO_400,AC,400,400,517,-517,517,874,961,0.00045,0.00399,1,NA,1
414008_424004_1_CKT,414008_NUNNA_400,424004_KHAMMAM_400,AC,400,400,517,-517,517,874,961,0.00213,0.02381,1,NA,1
414009_414011_1_CKT,414009_GAZUWAKA_400,414011_KALPAKKA_400,AC,400,400,517,-517,517,874,961,6e-05,0.00063,1,NA,1
414009_414011_2_CKT,414009_GAZUWAKA_400,414011_KALPAKKA_400,AC,400,400,517,-517,517,874,961,6e-05,0.00063,1,NA,1
414009_414020_1_CKT,414009_GAZUWAKA_400,414020_SMHDRI-2_400,AC,400,400,524,-524,524,840,924,0.00026,0.00293,1,NA,1
414009_414020_2_CKT,414009_GAZUWAKA_400,414020_SMHDRI-2_400,AC,400,400,524,-524,524,840,924,0.00026,0.00293,1,NA,1
414010_414031_1_CKT,414010_KURNOOL_400,414031_KRNL-PG_400,AC,400,400,681,-681,681,1749,1923,9.0678e-05,0.0015611,1,NA,1
414010_414031_2_CKT,414010_KURNOOL_400,414031_KRNL-PG_400,AC,400,400,681,-681,681,1749,1923,9.0678e-05,0.0015611,1,NA,1
414010_424003_1_CKT,414010_KURNOOL_400,424003_GHANAPUR_400,AC,400,400,517,-517,517,874,961,0.0042,0.047,1,NA,1
414010_424005_1_CKT,414010_KURNOOL_400,424005_SRLMLB_400,AC,400,400,517,-517,517,874,961,0.00201,0.02126,1,NA,1
414011_414012_1_CKT,414011_KALPAKKA_400,414012_SIMHADRI_400,AC,400,400,517,-517,517,874,961,7e-05,0.00069,1,NA,1
414011_414012_2_CKT,414011_KALPAKKA_400,414012_SIMHADRI_400,AC,400,400,517,-517,517,874,961,7e-05,0.00069,1,NA,1
414011_414012_3_CKT,414011_KALPAKKA_400,414012_SIMHADRI_400,AC,400,400,517,-517,517,874,961,7e-05,0.00069,1,NA,1
414011_414012_4_CKT,414011_KALPAKKA_400,414012_SIMHADRI_400,AC,400,400,517,-517,517,874,961,7e-05,0.00069,1,NA,1
414011_414014_1_CKT,414011_KALPAKKA_400,414014_VEMAGIRI_400,AC,400,400,517,-517,517,874,961,0.00323,0.03118,1,NA,1
414011_414014_2_CKT,414011_KALPAKKA_400,414014_VEMAGIRI_400,AC,400,400,517,-517,517,874,961,0.00323,0.03118,1,NA,1
414011_424004_1_CKT,414011_KALPAKKA_400,424004_KHAMMAM_400,AC,400,400,517,-517,517,874,961,0.00703,0.06798,1,NA,1
414011_424004_2_CKT,414011_KALPAKKA_400,424004_KHAMMAM_400,AC,400,400,517,-517,517,874,961,0.00703,0.06798,1,NA,1
414012_414020_@1_CKT,414012_SIMHADRI_400,414020_SMHDRI-2_400,AC,400,400,870,-870,0,0,0,0,1e-04,1,NA,1
414013_414021_1_CKT,414013_VTS-IV_400,414021_STNPLLI_400,AC,400,400,517,-517,517,874,961,0.00214,0.02386,1,NA,1
414013_414021_2_CKT,414013_VTS-IV_400,414021_STNPLLI_400,AC,400,400,517,-517,517,874,961,0.00214,0.02386,1,NA,1
414013_424011_1_CKT,414013_VTS-IV_400,424011_MALKARAM_400,AC,400,400,517,-517,517,874,961,0.00487,0.05432,1,NA,1
414013_424011_2_CKT,414013_VTS-IV_400,424011_MALKARAM_400,AC,400,400,517,-517,517,874,961,0.00487,0.05432,1,NA,1
414014_414015_1_CKT,414014_VEMAGIRI_400,414015_GMR_400,AC,400,400,517,-517,517,874,961,3e-05,0.00036,1,NA,1
414014_414015_2_CKT,414014_VEMAGIRI_400,414015_GMR_400,AC,400,400,517,-517,517,874,961,3e-05,0.00036,1,NA,1
414014_414016_1_CKT,414014_VEMAGIRI_400,414016_GAUTAMI_400,AC,400,400,517,-517,517,874,961,0.00097,0.01022,1,NA,1
414014_414016_2_CKT,414014_VEMAGIRI_400,414016_GAUTAMI_400,AC,400,400,517,-517,517,874,961,0.00097,0.01022,1,NA,1
414014_414017_1_CKT,414014_VEMAGIRI_400,414017_KONSEEMA_400,AC,400,400,517,-517,517,874,961,5e-04,0.00535,1,NA,1
414014_414017_2_CKT,414014_VEMAGIRI_400,414017_KONSEEMA_400,AC,400,400,517,-517,517,874,961,5e-04,0.00535,1,NA,1
414014_414018_1_CKT,414014_VEMAGIRI_400,414018_GVK-II_400,AC,400,400,517,-517,517,874,961,0.00013,0.00133,1,NA,1
414014_414018_2_CKT,414014_VEMAGIRI_400,414018_GVK-II_400,AC,400,400,517,-517,517,874,961,0.00013,0.00133,1,NA,1
414014_414020_1_CKT,414014_VEMAGIRI_400,414020_SMHDRI-2_400,AC,400,400,517,-517,517,874,961,0.00362,0.04036,1,NA,1
414014_414020_2_CKT,414014_VEMAGIRI_400,414020_SMHDRI-2_400,AC,400,400,517,-517,517,874,961,0.00362,0.04036,1,NA,1
414021_424005_1_CKT,414021_STNPLLI_400,424005_SRLMLB_400,AC,400,400,517,-517,517,874,961,0.00299,0.03333,1,NA,1
414021_424005_2_CKT,414021_STNPLLI_400,424005_SRLMLB_400,AC,400,400,517,-517,517,874,961,0.00299,0.03333,1,NA,1
414022_414023_1_CKT,414022_SMHPURI_400,414023_NLR-PS_400,AC,400,400,681,-681,681,1749,1923,0.000246,0.004247,1,NA,1
414022_414026_1_CKT,414022_SMHPURI_400,414026_MNAKSHI_400,AC,400,400,681,-681,681,1749,1923,5e-05,0.00078,1,NA,1
414023_414026_1_CKT,414023_NLR-PS_400,414026_MNAKSHI_400,AC,400,400,681,-681,681,1749,1923,0.000246,0.004247,1,NA,1
414023_414034_1_CKT,414023_NLR-PS_400,414034_THPTECH_400,AC,400,400,681,-681,681,1749,1923,0.0002979,0.005135,1,NA,1
414023_414034_2_CKT,414023_NLR-PS_400,414034_THPTECH_400,AC,400,400,681,-681,681,1749,1923,0.000298,0.005135,1,NA,1
414029_414030_1_CKT,414029_NLR-AP_400,414030_SDSTPS_400,AC,400,400,681,-681,681,1749,1923,0.000624954,0.0107598,1,NA,1
414032_434004_1_CKT,414032_GTYN-FSC_400,434004_NLMMGLA_400,AC,400,400,517,-517,517,874,961,0.00477,0.05315,1,NA,1
414033_434005_1_CKT,414033_GTYS-FSC_400,434005_SMNHLLY_400,AC,400,400,517,-517,517,874,961,0.0056,0.06245,1,NA,1
417001_417002_1_CKT,417001_KRNL-NEW_765,417002_NLR-PS_765,AC,765,765,2194,-2194,2194,3880,4267,0.00063,0.01318,1,NA,1
417001_417002_2_CKT,417001_KRNL-NEW_765,417002_NLR-PS_765,AC,765,765,2194,-2194,2194,3880,4267,0.00063,0.01318,1,NA,1
417001_437001_1_CKT,417001_KRNL-NEW_765,437001_RCHR-NEW_765,AC,765,765,2194,-2194,2194,3880,4267,0.000247,0.005145,1,NA,1
417001_447002_1_CKT,417001_KRNL-NEW_765,447002_TRVLM_765,AC,765,765,2194,-2194,2194,3880,4267,0.000744,0.015478,1,NA,1
417001_447002_2_CKT,417001_KRNL-NEW_765,447002_TRVLM_765,AC,765,765,2194,-2194,2194,3880,4267,0.000744,0.015478,1,NA,1
421001_421036_1_CKT,421001_ACEMIAL_132,421036_MANHEALA_132,AC,132,132,47,-47,47,84,92,0.0029,0.0076,1,NA,1
421002_421046_1_CKT,421002_ADILABAD_132,421046_POCAMADU_132,AC,132,132,47,-47,47,84,92,0.0791,0.2028,1,NA,1
421002_421172_1_CKT,421002_ADILABAD_132,421172_ICHODA_132,AC,132,132,47,-47,47,84,92,0.0338,0.0898,1,NA,1
421003_421039_1_CKT,421003_ALER_132,421039_MUSTYAL_132,AC,132,132,47,-47,47,84,92,0.0218,0.0558,1,NA,1
421003_421039_2_CKT,421003_ALER_132,421039_MUSTYAL_132,AC,132,132,47,-47,47,84,92,0.0218,0.0558,1,NA,1
421003_421183_1_CKT,421003_ALER_132,421183_JANGAON_132,AC,132,132,47,-47,47,84,92,0.0138,0.0359,1,NA,1
421004_421104_1_CKT,421004_ALER1_132,421104_BHONGIR_132,AC,132,132,47,-47,47,84,92,0.0237,0.0719,1,NA,1
421005_421015_1_CKT,421005_BIBNAGAR_132,421015_GHANAPUR_132,AC,132,132,47,-47,47,84,92,0.0133,0.0346,1,NA,1
421005_421015_2_CKT,421005_BIBNAGAR_132,421015_GHANAPUR_132,AC,132,132,47,-47,47,84,92,0.0133,0.0346,1,NA,1
421006_421161_1_CKT,421006_BHEEMGAL_132,421161_MORTHAD_132,AC,132,132,47,-47,47,84,92,0.0121,0.0314,1,NA,1
421006_421167_1_CKT,421006_BHEEMGAL_132,421167_SIRKONDA_132,AC,132,132,47,-47,47,84,92,0.0142,0.037,1,NA,1
421007_421012_1_CKT,421007_BELAMLLI_132,421012_DEVAPUR_132,AC,132,132,47,-47,47,84,92,0.0134,0.0343,1,NA,1
421007_421032_1_CKT,421007_BELAMLLI_132,421032_MANAMRRI_132,AC,132,132,47,-47,47,84,92,0.0088,0.023,1,NA,1
421007_421036_1_CKT,421007_BELAMLLI_132,421036_MANHEALA_132,AC,132,132,47,-47,47,84,92,0.0195,0.0501,1,NA,1
421007_421061_1_CKT,421007_BELAMLLI_132,421061_SIRURGAR_132,AC,132,132,47,-47,47,84,92,0.0337,0.0877,1,NA,1
421007_421061_2_CKT,421007_BELAMLLI_132,421061_SIRURGAR_132,AC,132,132,47,-47,47,84,92,0.0337,0.0877,1,NA,1
421007_421158_1_CKT,421007_BELAMLLI_132,421158_LUXETPET_132,AC,132,132,47,-47,47,84,92,0.0365,0.0949,1,NA,1
421008_421050_1_CKT,421008_BOLLARAM_132,421050_R.CPURAM_132,AC,132,132,47,-47,47,84,92,0.0086,0.0277,1,NA,1
421008_421060_1_CKT,421008_BOLLARAM_132,421060_SHAURGAR_132,AC,132,132,47,-47,47,84,92,0.0105,0.0336,1,NA,1
421008_421127_1_CKT,421008_BOLLARAM_132,421127_MEDCHAL1_132,AC,132,132,47,-47,47,84,92,0.0214,0.0622,1,NA,1
421009_421011_1_CKT,421009_BANLAUDA_132,421011_CHADRTTA_132,AC,132,132,47,-47,47,84,92,0.0056,0.0181,1,NA,1
421009_421015_1_CKT,421009_BANLAUDA_132,421015_GHANAPUR_132,AC,132,132,47,-47,47,84,92,0.0139,0.0361,1,NA,1
421010_421066_1_CKT,421010_CCITADUR_132,421066_TANDUR_132,AC,132,132,47,-47,47,84,92,0.0162,0.0411,1,NA,1
421010_421066_2_CKT,421010_CCITADUR_132,421066_TANDUR_132,AC,132,132,47,-47,47,84,92,0.0162,0.0411,1,NA,1
421011_421019_1_CKT,421011_CHADRTTA_132,421019_JUBEELLS_132,AC,132,132,47,-47,47,84,92,0.0334,0.0849,1,NA,1
421011_421019_2_CKT,421011_CHADRTTA_132,421019_JUBEELLS_132,AC,132,132,47,-47,47,84,92,0.0334,0.0849,1,NA,1
