"","Timepoint","load","dateTime","Day","load_mod_D0_M0_energyPeak","load_mod_D0.25_M0.25_energyPeak","load_mod_D0.5_M0_energyPeak","load_mod_D0_M0_energyOnly","load_mod_D0.25_M0.25_energyOnly","load_mod_D0.5_M0_energyOnly"
"5300",5300,294314,2030-08-09 19:55:00,221,293473,290191,285446,292094,301101,329795
"5301",5301,298603,2030-08-09 20:55:00,221,297874,293890,287714,295455,306991,336758
"5302",5302,300061,2030-08-09 21:55:00,221,299324,294664,288754,296565,308173,339702
"5303",5303,296627,2030-08-09 22:55:00,221,294656,295678,291265,292995,309709,345254
"5304",5304,291972,2030-08-09 23:55:00,221,287763,293706,291256,287498,306673,345188
"5305",5305,287005,2030-08-10 00:55:00,222,281193,289651,287157,281774,300219,335535
"5306",5306,282187,2030-08-10 01:55:00,222,275520,284613,283803,276446,290990,322977
"5307",5307,279518,2030-08-10 02:55:00,222,271648,281286,281293,272684,284290,312334
"5308",5308,277532,2030-08-10 03:55:00,222,269866,278664,279046,270929,278142,303198
"5309",5309,275044,2030-08-10 04:55:00,222,268784,276511,276608,269862,273046,293106
"5310",5310,273640,2030-08-10 05:55:00,222,269018,276912,275813,270093,274103,290119
"5311",5311,272223,2030-08-10 06:55:00,222,269382,276880,275229,270451,274011,286064
"5312",5312,270806,2030-08-10 07:55:00,222,269627,277033,275185,270693,274528,283921
"5313",5313,269056,2030-08-10 08:55:00,222,268659,277046,275033,269739,274565,281306
"5314",5314,268553,2030-08-10 09:55:00,222,267951,278072,275080,269038,276908,280872
"5315",5315,267421,2030-08-10 10:55:00,222,266345,278253,275068,267446,277266,283178
"5316",5316,266026,2030-08-10 11:55:00,222,264453,275965,275127,265568,272035,278088
"5317",5317,263993,2030-08-10 12:55:00,222,261947,272800,275395,263074,265819,269840
"5318",5318,261836,2030-08-10 13:55:00,222,259564,270189,276367,260698,261420,263035
"5319",5319,260006,2030-08-10 14:55:00,222,257404,269995,275737,258544,261056,266611
"5320",5320,257193,2030-08-10 15:55:00,222,254925,270752,275355,256069,262351,270488
"5321",5321,255918,2030-08-10 16:55:00,222,254120,269776,275391,255266,260709,270422
"5322",5322,259145,2030-08-10 17:55:00,222,257588,268139,275330,258727,258397,270895
"5323",5323,263773,2030-08-10 18:55:00,222,262369,270172,275228,263494,261368,276423
"5324",5324,268171,2030-08-10 19:55:00,222,266732,276532,275727,267831,273115,289072
"5325",5325,274013,2030-08-10 20:55:00,222,271568,279847,278378,272606,281062,299341
"5326",5326,277727,2030-08-10 21:55:00,222,274245,280632,280305,275216,282845,307815
"5327",5327,276843,2030-08-10 22:55:00,222,271922,281491,281308,272952,284682,312762
"5328",5328,274391,2030-08-10 23:55:00,222,267877,281121,281311,268964,283950,312738
"5329",5329,270609,2030-08-11 00:55:00,223,263385,278071,278877,264506,276911,302460
"5330",5330,266081,2030-08-11 01:55:00,223,259135,274687,275690,260271,269266,289820
"5331",5331,263870,2030-08-11 02:55:00,223,256352,271462,275005,257494,263481,281095
"5332",5332,263567,2030-08-11 03:55:00,223,255864,269740,275178,257007,260655,275024
"5333",5333,263984,2030-08-11 04:55:00,223,257285,269015,275483,258425,259636,269361
"5334",5334,266318,2030-08-11 05:55:00,223,260660,268235,276194,261791,258535,263917
"5335",5335,268693,2030-08-11 06:55:00,223,264666,271956,276341,265779,264302,263563
"5336",5336,271200,2030-08-11 07:55:00,223,268936,274235,275689,270012,268332,266811
"5337",5337,273081,2030-08-11 08:55:00,223,272384,276709,275193,273404,273472,274251
"5338",5338,275748,2030-08-11 09:55:00,223,275477,281638,276691,276406,284957,293276
"5339",5339,277846,2030-08-11 10:55:00,223,277724,285978,281292,278548,293716,312961
"5340",5340,279192,2030-08-11 11:55:00,223,279181,289776,283491,279916,300418,321820
"5341",5341,280178,2030-08-11 12:55:00,223,280644,290083,284355,281270,300904,325683
"5342",5342,281611,2030-08-11 13:55:00,223,282234,288533,283513,282707,298272,321874
"5343",5343,282246,2030-08-11 14:55:00,223,282551,290685,284878,282990,301899,327507
"5344",5344,281337,2030-08-11 15:55:00,223,281488,293556,287099,282035,306439,335204
"5345",5345,282340,2030-08-11 16:55:00,223,281999,292977,287215,282496,305554,335728
"5346",5346,286160,2030-08-11 17:55:00,223,285481,288011,285726,285546,297346,331090
"5347",5347,289687,2030-08-11 18:55:00,223,288936,287542,284032,288496,296583,324349
"5348",5348,293438,2030-08-11 19:55:00,223,292551,293326,285996,291384,306067,331788
"5349",5349,297839,2030-08-11 20:55:00,223,296139,295793,288944,294113,309910,340069
"5350",5350,298106,2030-08-11 21:55:00,223,296430,297142,291329,294322,311880,345372
"5351",5351,293651,2030-08-11 22:55:00,223,290177,295321,291061,289491,309199,344760
"5352",5352,288224,2030-08-11 23:55:00,223,283062,293137,291118,283448,305776,344966
"5353",5353,282667,2030-08-12 00:55:00,224,276700,286736,285037,277575,295079,328027
"5354",5354,277764,2030-08-12 01:55:00,224,271888,283865,282741,272919,289504,318572
"5355",5355,275563,2030-08-12 02:55:00,224,268760,281215,280425,269838,284160,308438
"5356",5356,275973,2030-08-12 03:55:00,224,268575,279536,278731,269655,280253,301723
"5357",5357,277249,2030-08-12 04:55:00,224,270242,278789,277557,271299,278429,296759
"5358",5358,278843,2030-08-12 05:55:00,224,273336,278899,276127,274332,278747,291484
"5359",5359,279562,2030-08-12 06:55:00,224,276556,280257,275703,277437,282173,289766
"5360",5360,281377,2030-08-12 07:55:00,224,280149,281978,275718,280814,285773,289485
"5361",5361,282940,2030-08-12 08:55:00,224,282911,282832,276493,283315,287557,292748
"5362",5362,285278,2030-08-12 09:55:00,224,285161,287526,280476,285275,296523,309197
"5363",5363,286339,2030-08-12 10:55:00,224,285594,292284,284506,285646,304416,326235
"5364",5364,286912,2030-08-12 11:55:00,224,285326,294798,286362,285413,308398,333120
"5365",5365,286006,2030-08-12 12:55:00,224,284891,295956,288325,285045,310197,338512
"5366",5366,285703,2030-08-12 13:55:00,224,284871,293693,286948,285028,306647,334898
"5367",5367,284153,2030-08-12 14:55:00,224,283798,298736,294050,284095,314242,350907
"5368",5368,282903,2030-08-12 15:55:00,224,282803,301377,298219,283216,317838,359062
"5369",5369,283580,2030-08-12 16:55:00,224,283337,299464,296400,283691,315244,355526
"5370",5370,288335,2030-08-12 17:55:00,224,287257,293759,292237,287068,306769,347405
"5371",5371,291920,2030-08-12 18:55:00,224,290600,292054,288813,289831,304017,339815
"5372",5372,295336,2030-08-12 19:55:00,224,293950,298242,291637,292460,313500,346034
"5373",5373,298729,2030-08-12 20:55:00,224,296896,299457,292971,294671,315233,348817
"5374",5374,298276,2030-08-12 21:55:00,224,296385,296532,290962,294289,311046,344475
"5375",5375,293903,2030-08-12 22:55:00,224,290435,297741,295099,289705,312782,353125
"5376",5376,289165,2030-08-12 23:55:00,224,284116,295070,292629,284377,308809,348156
"5377",5377,283319,2030-08-13 00:55:00,225,277795,289742,286352,278615,300351,333326
"5378",5378,277680,2030-08-13 01:55:00,225,272362,284327,282708,273382,290389,318301
"5379",5379,275600,2030-08-13 02:55:00,225,269278,281522,280231,270349,284758,307519
"5380",5380,275081,2030-08-13 03:55:00,225,268965,278572,278131,270040,277961,298645
"5381",5381,275608,2030-08-13 04:55:00,225,270399,277809,276508,271454,276183,292602
"5382",5382,277812,2030-08-13 05:55:00,225,273845,279138,275796,274829,279420,290139
"5383",5383,279720,2030-08-13 06:55:00,225,277593,280216,275231,278425,281952,285984
"5384",5384,282096,2030-08-13 07:55:00,225,281301,281821,275671,281869,285341,288335
"5385",5385,283485,2030-08-13 08:55:00,225,283254,284361,276705,283619,290485,293948
"5386",5386,284951,2030-08-13 09:55:00,225,284581,289186,280928,284781,299468,310920
"5387",5387,285433,2030-08-13 10:55:00,225,284473,293962,284981,284686,307100,327810
"5388",5388,285302,2030-08-13 11:55:00,225,284046,294848,286299,284315,308495,332907
"5389",5389,285292,2030-08-13 12:55:00,225,284262,296325,288643,284503,310752,339499
"5390",5390,285814,2030-08-13 13:55:00,225,284898,296425,288614,285049,310897,339436
"5391",5391,285403,2030-08-13 14:55:00,225,284677,300360,294906,284862,316477,352590
"5392",5392,285943,2030-08-13 15:55:00,225,284751,302635,298161,284926,319507,358869
"5393",5393,288279,2030-08-13 16:55:00,225,286180,303190,299214,286142,320222,360818
"5394",5394,291538,2030-08-13 17:55:00,225,289814,299251,297559,289213,314916,357659
"5395",5395,294318,2030-08-13 18:55:00,225,293664,293857,288992,292242,306920,340224
"5396",5396,297645,2030-08-13 19:55:00,225,297406,299317,291119,295078,315002,344954
"5397",5397,300950,2030-08-13 20:55:00,225,300865,299929,293667,297795,315885,350127
"5398",5398,301245,2030-08-13 21:55:00,225,301641,299368,295009,298431,315088,352961
"5399",5399,298575,2030-08-13 22:55:00,225,297521,299369,298214,295168,315100,359001
"5400",5400,294688,2030-08-13 23:55:00,225,291484,298295,297744,290546,313588,358157
"5401",5401,290170,2030-08-14 00:55:00,226,286000,295481,292232,285995,309436,347413
"5402",5402,286085,2030-08-14 01:55:00,226,281115,289155,286235,281705,299420,332733
"5403",5403,284042,2030-08-14 02:55:00,226,278197,286276,283801,278995,294342,323329
"5404",5404,281779,2030-08-14 03:55:00,226,277171,282889,281650,278023,287673,313956
"5405",5405,280886,2030-08-14 04:55:00,226,277900,281980,280429,278715,285767,308893
"5406",5406,280735,2030-08-14 05:55:00,226,279755,283035,279179,280446,287923,303974
"5407",5407,280367,2030-08-14 06:55:00,226,281696,284388,278554,282225,290525,300839
"5408",5408,282040,2030-08-14 07:55:00,226,284113,284986,278469,284375,291801,299943
"5409",5409,283539,2030-08-14 08:55:00,226,285786,286451,279004,285809,294649,303092
"5410",5410,285147,2030-08-14 09:55:00,226,286858,290738,282289,286733,301990,316466
"5411",5411,285867,2030-08-14 10:55:00,226,286779,294168,285501,286667,307424,330435
"5412",5412,286006,2030-08-14 11:55:00,226,286327,295972,287969,286275,310231,337450
"5413",5413,285062,2030-08-14 12:55:00,226,285894,295616,288315,285902,309626,338731
"5414",5414,284790,2030-08-14 13:55:00,226,285923,294114,287916,285928,307327,337277
"5415",5415,284057,2030-08-14 14:55:00,226,285631,294662,287391,285679,308163,336188
"5416",5416,284334,2030-08-14 15:55:00,226,285634,296013,290158,285681,310297,342938
"5417",5417,286644,2030-08-14 16:55:00,226,287265,299769,295968,287075,315651,354577
"5418",5418,292030,2030-08-14 17:55:00,226,292358,295689,293892,291237,309740,350537
"5419",5419,296714,2030-08-14 18:55:00,226,297164,297154,292925,294897,311897,348678
"5420",5420,301659,2030-08-14 19:55:00,226,301379,296298,287193,298206,310719,335660
"5421",5421,306409,2030-08-14 20:55:00,226,304966,298283,289046,301004,313563,340371
"5422",5422,306821,2030-08-14 21:55:00,226,305208,295943,287974,301211,310172,337497
"5423",5423,302073,2030-08-14 22:55:00,226,299742,293721,287106,296890,306709,335295
"5424",5424,296926,2030-08-14 23:55:00,226,292745,295954,290661,291529,310199,343850
"5425",5425,290786,2030-08-15 00:55:00,227,285422,293840,290174,285496,306894,342972
"5426",5426,285433,2030-08-15 01:55:00,227,279214,288601,286126,279945,298464,332315
"5427",5427,281918,2030-08-15 02:55:00,227,275005,283051,281316,275950,287959,312458
"5428",5428,280383,2030-08-15 03:55:00,227,273287,280077,278833,274285,281627,301983
"5429",5429,278884,2030-08-15 04:55:00,227,272829,279443,277077,273838,280049,295220
"5430",5430,277989,2030-08-15 05:55:00,227,273100,279714,275712,274102,280700,289231
"5431",5431,276084,2030-08-15 06:55:00,227,272737,279705,275017,273748,280650,281969
"5432",5432,274319,2030-08-15 07:55:00,227,271682,277211,275253,272717,274872,276549
"5433",5433,272209,2030-08-15 08:55:00,227,269278,274407,275424,270349,268660,269411
"5434",5434,270803,2030-08-15 09:55:00,227,267049,269400,276655,268145,260192,259589
"5435",5435,271060,2030-08-15 10:55:00,227,266237,269489,276716,267340,260329,258558
"5436",5436,271596,2030-08-15 11:55:00,227,265917,270354,276498,267021,261683,262088
"5437",5437,271587,2030-08-15 12:55:00,227,265737,280187,279179,266843,281909,303796
"5438",5438,271163,2030-08-15 13:55:00,227,265637,280655,280877,266743,282964,310831
"5439",5439,267878,2030-08-15 14:55:00,227,263561,280371,280624,264682,282370,309800
"5440",5440,262620,2030-08-15 15:55:00,227,260131,278832,278801,261264,278522,302012
"5441",5441,260192,2030-08-15 16:55:00,227,258721,266935,275674,259858,256722,266849
"5442",5442,262381,2030-08-15 17:55:00,227,261740,262981,276341,262867,251253,263113
"5443",5443,265243,2030-08-15 18:55:00,227,265682,262448,276660,266789,250513,259582
"5444",5444,270584,2030-08-15 19:55:00,227,271026,272549,275249,272071,265338,275219
"5445",5445,276034,2030-08-15 20:55:00,227,276110,278038,277000,277012,276837,294962
"5446",5446,277857,2030-08-15 21:55:00,227,277966,279890,280239,278776,281247,307625
"5447",5447,276105,2030-08-15 22:55:00,227,274543,282276,282538,275503,286429,317685
"5448",5448,273567,2030-08-15 23:55:00,227,269726,281695,282276,270791,285084,316628
"5449",5449,269904,2030-08-16 00:55:00,228,264883,278663,280381,265995,278145,308235
"5450",5450,266200,2030-08-16 01:55:00,228,260691,276198,277680,261822,272487,297387
"5451",5451,265074,2030-08-16 02:55:00,228,258466,273495,275715,259603,266980,288647
"5452",5452,265368,2030-08-16 03:55:00,228,258356,271301,275028,259494,263234,281382
"5453",5453,265866,2030-08-16 04:55:00,228,259338,269786,275200,260473,260736,275625
"5454",5454,267581,2030-08-16 05:55:00,228,261964,270704,275151,263090,262280,271442
"5455",5455,269286,2030-08-16 06:55:00,228,265313,272577,275420,266423,265401,269461
"5456",5456,271385,2030-08-16 07:55:00,228,268957,274469,275439,270033,268778,269212
"5457",5457,272345,2030-08-16 08:55:00,228,271655,276981,275137,272691,274402,273349
"5458",5458,274184,2030-08-16 09:55:00,228,274186,280951,275585,275159,283599,287412
"5459",5459,275938,2030-08-16 10:55:00,228,275789,284786,279188,276703,291340,303821
"5460",5460,276690,2030-08-16 11:55:00,228,276405,286643,280970,277294,294948,311285
"5461",5461,276541,2030-08-16 12:55:00,228,276794,288225,281678,277665,297677,314154
"5462",5462,276516,2030-08-16 13:55:00,228,277383,286195,280788,278228,294109,310327
"5463",5463,275249,2030-08-16 14:55:00,228,276974,288439,282750,277836,298085,318515
"5464",5464,273567,2030-08-16 15:55:00,228,275949,288732,283233,276857,298665,320919
"5465",5465,273918,2030-08-16 16:55:00,228,276548,286954,282397,277430,295571,317390
"5466",5466,277408,2030-08-16 17:55:00,228,280561,284604,281585,281194,290992,313780
"5467",5467,281474,2030-08-16 18:55:00,228,285068,282400,280743,285199,286841,310081
"5468",5468,286925,2030-08-16 19:55:00,228,290363,287883,282400,289648,297148,317420
"5469",5469,291823,2030-08-16 20:55:00,228,295374,291787,284328,293534,303611,325568
"5470",5470,293363,2030-08-16 21:55:00,228,297383,291313,285100,295061,302878,328637
"5471",5471,291184,2030-08-16 22:55:00,228,293663,293413,287008,292242,306211,335025
"5472",5472,288483,2030-08-16 23:55:00,228,287950,291993,287438,287662,303929,336299
"5473",5473,284524,2030-08-17 00:55:00,229,282182,291803,286344,282662,303635,333044
"5474",5474,281141,2030-08-17 01:55:00,229,277406,283759,281245,278249,289288,312056
"5475",5475,279273,2030-08-17 02:55:00,229,274159,281055,278731,275133,283832,301736
"5476",5476,278038,2030-08-17 03:55:00,229,272427,277909,276003,273446,276443,291251
"5477",5477,276432,2030-08-17 04:55:00,229,271932,276626,275275,272962,273322,284427
"5478",5478,275394,2030-08-17 05:55:00,229,272471,276534,275230,273489,273109,278570
"5479",5479,274781,2030-08-17 06:55:00,229,273495,277231,275088,274487,274921,272403
"5480",5480,274636,2030-08-17 07:55:00,229,274665,278671,275295,275622,278201,271126
"5481",5481,274251,2030-08-17 08:55:00,229,275138,279091,275419,276078,279303,270348
"5482",5482,275376,2030-08-17 09:55:00,229,275860,279612,275176,276772,280458,274803
"5483",5483,276343,2030-08-17 10:55:00,229,276124,282724,275128,277026,287378,282937
"5484",5484,276429,2030-08-17 11:55:00,229,275863,284452,275719,276774,290689,288638
"5485",5485,275865,2030-08-17 12:55:00,229,275148,283728,276692,276088,289236,293536
"5486",5486,274578,2030-08-17 13:55:00,229,274203,284148,276649,275176,290018,293415
"5487",5487,272497,2030-08-17 14:55:00,229,272440,284960,278313,273458,291758,299180
"5488",5488,270037,2030-08-17 15:55:00,229,270071,284862,278543,271130,291524,300238
"5489",5489,269256,2030-08-17 16:55:00,229,269440,283452,277553,270508,288658,296699
"5490",5490,272383,2030-08-17 17:55:00,229,273029,279043,276523,274033,279121,292634
"5491",5491,276219,2030-08-17 18:55:00,229,277572,277761,275743,278406,276029,289119
"5492",5492,280942,2030-08-17 19:55:00,229,282526,283325,278526,282969,288412,300162
"5493",5493,286635,2030-08-17 20:55:00,229,288150,288582,281204,287828,298396,311857
"5494",5494,288657,2030-08-17 21:55:00,229,290832,287795,282825,290014,296994,319112
"5495",5495,286707,2030-08-17 22:55:00,229,287552,290498,284923,287318,301557,327616
"5496",5496,284828,2030-08-17 23:55:00,229,283169,290089,285444,283543,300933,330215
"5497",5497,281963,2030-08-18 00:55:00,230,278864,289777,285126,279622,300424,328464
"5498",5498,278959,2030-08-18 01:55:00,230,274931,285140,282416,275879,292048,317495
"5499",5499,277598,2030-08-18 02:55:00,230,272605,282601,280404,273620,287177,308358
"5500",5500,277418,2030-08-18 03:55:00,230,272279,280739,278800,273301,283149,302120
"5501",5501,276728,2030-08-18 04:55:00,230,272922,279227,276747,273929,279586,294259
"5502",5502,277593,2030-08-18 05:55:00,230,274817,279038,275636,275769,279125,287801
"5503",5503,278489,2030-08-18 06:55:00,230,277238,279851,275007,278088,281075,281875
"5504",5504,280029,2030-08-18 07:55:00,230,280307,280642,275187,280959,282926,280250
"5505",5505,281338,2030-08-18 08:55:00,230,282649,282239,275145,283078,286318,283532
"5506",5506,282879,2030-08-18 09:55:00,230,284429,285842,277001,284648,293426,294881
"5507",5507,284038,2030-08-18 10:55:00,230,285692,289522,280403,285731,300034,308712
"5508",5508,284532,2030-08-18 11:55:00,230,286383,292510,282227,286323,304786,316009
"5509",5509,284690,2030-08-18 12:55:00,230,286785,292896,283047,286672,305413,319915
"5510",5510,284220,2030-08-18 13:55:00,230,286908,292826,283021,286776,305292,319841
"5511",5511,283417,2030-08-18 14:55:00,230,286637,295294,285458,286543,309154,330206
"5512",5512,282113,2030-08-18 15:55:00,230,285802,297291,286166,285824,312090,332445
"5513",5513,282691,2030-08-18 16:55:00,230,286349,294805,285370,286294,308422,329620
"5514",5514,286065,2030-08-18 17:55:00,230,289589,289302,283798,289037,299682,323026
"5515",5515,289787,2030-08-18 18:55:00,230,293207,286745,282323,291892,295172,316740
"5516",5516,293709,2030-08-18 19:55:00,230,297328,291955,284513,295028,303872,326189
"5517",5517,297184,2030-08-18 20:55:00,230,301032,296004,286874,297933,310284,334685
"5518",5518,297389,2030-08-18 21:55:00,230,301728,296296,288850,298500,310713,339873
"5519",5519,294034,2030-08-18 22:55:00,230,297650,298495,292337,295272,313899,347608
"5520",5520,291076,2030-08-18 23:55:00,230,292399,298618,294210,291270,314077,351183
"5521",5521,287699,2030-08-19 00:55:00,231,286866,294989,289018,286741,308676,340282
"5522",5522,283973,2030-08-19 01:55:00,231,281786,290008,285371,282306,300780,329512
"5523",5523,282262,2030-08-19 02:55:00,231,278728,286200,282646,279496,294130,318130
"5524",5524,281149,2030-08-19 03:55:00,231,277565,283585,280630,278399,288910,309616
"5525",5525,279954,2030-08-19 04:55:00,231,277986,282939,278967,278795,287761,302897
"5526",5526,279995,2030-08-19 05:55:00,231,280098,282719,278281,280767,287369,298936
"5527",5527,280797,2030-08-19 06:55:00,231,283001,284296,277149,283396,290325,295429
"5528",5528,282872,2030-08-19 07:55:00,231,286353,285066,277001,286296,291942,294909
"5529",5529,285096,2030-08-19 08:55:00,231,289332,288101,278597,288821,297470,300741
"5530",5530,287631,2030-08-19 09:55:00,231,291836,293357,282814,290828,306109,319017
"5531",5531,289018,2030-08-19 10:55:00,231,293105,297759,286920,291809,312812,334809
"5532",5532,289529,2030-08-19 11:55:00,231,293711,299365,286882,292280,315092,334709
"5533",5533,290431,2030-08-19 12:55:00,231,294754,301516,288437,293063,318029,339125
"5534",5534,291068,2030-08-19 13:55:00,231,295750,299652,287437,293809,315492,336312
"5535",5535,289889,2030-08-19 14:55:00,231,295470,303298,291099,293607,320377,344847
"5536",5536,288068,2030-08-19 15:55:00,231,294551,307180,294821,292907,325430,352337
"5537",5537,288398,2030-08-19 16:55:00,231,295498,306543,295138,293626,324639,353199
"5538",5538,291015,2030-08-19 17:55:00,231,298791,300275,292817,296146,316351,348506
"5539",5539,293805,2030-08-19 18:55:00,231,301803,297714,290033,298548,312738,342622
"5540",5540,297446,2030-08-19 19:55:00,231,305592,303535,292752,301498,320699,348373
"5541",5541,300108,2030-08-19 20:55:00,231,308572,305493,296060,303923,323250,354826
"5542",5542,299393,2030-08-19 21:55:00,231,308556,307317,298806,303911,325615,360145
"5543",5543,295582,2030-08-19 22:55:00,231,304070,306812,299731,300298,324983,361734
"5544",5544,292919,2030-08-19 23:55:00,231,298632,304707,299974,296042,322226,362289
"5545",5545,290062,2030-08-20 00:55:00,232,292541,298445,293753,291377,313790,350314
"5546",5546,288886,2030-08-20 01:55:00,232,288220,293204,288039,287888,305874,337795
"5547",5547,288955,2030-08-20 02:55:00,232,285746,290568,285654,285776,301695,330744
"5548",5548,288803,2030-08-20 03:55:00,232,285152,288224,283928,285268,297672,323866
"5549",5549,287020,2030-08-20 04:55:00,232,285062,286104,282320,285194,293957,316996
"5550",5550,286012,2030-08-20 05:55:00,232,285975,285812,280642,285973,293390,309672
"5551",5551,285234,2030-08-20 06:55:00,232,287204,285736,279408,287028,293250,304540
"5552",5552,285371,2030-08-20 07:55:00,232,289195,286455,278788,288705,294659,302024
"5553",5553,286087,2030-08-20 08:55:00,232,290618,287538,279277,289845,296575,304271
"5554",5554,288310,2030-08-20 09:55:00,232,292726,294116,283065,291515,307326,320073
"5555",5555,290430,2030-08-20 10:55:00,232,294508,299368,288007,292876,315091,337606
"5556",5556,291910,2030-08-20 11:55:00,232,295612,301371,291271,293710,317816,345234
"5557",5557,292599,2030-08-20 12:55:00,232,296503,301406,292161,294377,317877,347244
"5558",5558,293485,2030-08-20 13:55:00,232,297576,302128,292051,295211,318861,346865
"5559",5559,293551,2030-08-20 14:55:00,232,298323,306509,297747,295807,324591,358147
"5560",5560,293383,2030-08-20 15:55:00,232,298489,309103,299883,295935,327730,362110
"5561",5561,295025,2030-08-20 16:55:00,232,300583,310294,303552,297565,329181,367745
"5562",5562,298018,2030-08-20 17:55:00,232,304467,305176,298269,300610,322867,359164
"5563",5563,301230,2030-08-20 18:55:00,232,308120,300311,291840,303567,316410,346431
"5564",5564,303354,2030-08-20 19:55:00,232,310749,304235,293667,305704,321650,350141
"5565",5565,305055,2030-08-20 20:55:00,232,312889,307354,297748,307548,325662,358190
"5566",5566,302855,2030-08-20 21:55:00,232,311863,307477,299282,306650,325813,361011
"5567",5567,298151,2030-08-20 22:55:00,232,307244,309538,306841,302849,328280,372400
"5568",5568,293889,2030-08-20 23:55:00,232,301421,306365,303740,298241,324391,368042
"5569",5569,290610,2030-08-21 00:55:00,233,295725,300901,297379,293790,317174,357222
"5570",5570,289259,2030-08-21 01:55:00,233,291280,295745,290886,290389,309827,344370
"5571",5571,289619,2030-08-21 02:55:00,233,288772,292051,286403,288353,304018,333416
"5572",5572,290554,2030-08-21 03:55:00,233,288251,288245,283818,287916,297713,322927
"5573",5573,291297,2030-08-21 04:55:00,233,289259,286926,281930,288760,295522,315006
"5574",5574,293149,2030-08-21 05:55:00,233,291536,286735,281237,290584,295114,312061
"5575",5575,293756,2030-08-21 06:55:00,233,293832,285392,279037,292375,292537,303146
"5576",5576,294825,2030-08-21 07:55:00,233,297086,285801,278559,294833,293367,301022
"5577",5577,295760,2030-08-21 08:55:00,233,299793,289153,279176,296933,299421,303916
"5578",5578,297049,2030-08-21 09:55:00,233,301787,295500,282923,298541,309484,319477
"5579",5579,297801,2030-08-21 10:55:00,233,303030,301781,287905,299512,318405,337277
"5580",5580,298651,2030-08-21 11:55:00,233,304081,305862,290884,300306,323754,344339
"5581",5581,298917,2030-08-21 12:55:00,233,304793,305652,292146,300859,323482,347090
"5582",5582,298016,2030-08-21 13:55:00,233,304752,303405,292170,300828,320514,347242
"5583",5583,297516,2030-08-21 14:55:00,233,304760,309515,299827,300833,328247,362001
"5584",5584,297091,2030-08-21 15:55:00,233,304414,310040,303129,300567,328864,367108
"5585",5585,298776,2030-08-21 16:55:00,233,306020,308545,303215,301835,327090,367240
"5586",5586,303476,2030-08-21 17:55:00,233,310111,305117,299724,305201,322784,361712
"5587",5587,309515,2030-08-21 18:55:00,233,314574,302450,293539,309061,319251,349849
"5588",5588,314945,2030-08-21 19:55:00,233,318088,305650,296313,312298,323477,355325
"5589",5589,319591,2030-08-21 20:55:00,233,321205,307180,299150,315334,325435,360699
"5590",5590,319440,2030-08-21 21:55:00,233,321069,309583,301981,315203,328331,365371
"5591",5591,314414,2030-08-21 22:55:00,233,316926,310039,307381,311203,328868,373139
"5592",5592,308913,2030-08-21 23:55:00,233,311492,305429,305368,306322,323162,370363
"5593",5593,303936,2030-08-22 00:55:00,234,305523,300671,297595,301450,316882,357866
"5594",5594,300356,2030-08-22 01:55:00,234,299684,295388,291539,296842,309285,345710
"5595",5595,299198,2030-08-22 02:55:00,234,295999,291003,286799,294009,302426,334525
"5596",5596,298625,2030-08-22 03:55:00,234,294817,287017,284241,293111,295694,325189
"5597",5597,297583,2030-08-22 04:55:00,234,294804,285038,282416,293104,291900,317304
"5598",5598,296964,2030-08-22 05:55:00,234,296050,285227,280973,294047,292223,311193
"5599",5599,295608,2030-08-22 06:55:00,234,297728,284103,279851,295337,289950,305801
"5600",5600,295265,2030-08-22 07:55:00,234,299931,284150,278896,297051,290056,302592
"5601",5601,295989,2030-08-22 08:55:00,234,301958,286362,280068,298676,294488,306884
"5602",5602,298099,2030-08-22 09:55:00,234,304121,292056,283799,300339,304015,323437
"5603",5603,300057,2030-08-22 10:55:00,234,305512,296204,288003,301443,310591,337656
"5604",5604,302139,2030-08-22 11:55:00,234,306785,298833,291736,302481,314385,346182
"5605",5605,304072,2030-08-22 12:55:00,234,307926,298210,292756,303408,313450,348364
"5606",5606,305100,2030-08-22 13:55:00,234,308602,298816,294247,303937,314347,351270
"5607",5607,304408,2030-08-22 14:55:00,234,308033,304207,302768,303495,321615,366560
"5608",5608,303856,2030-08-22 15:55:00,234,307517,308887,309803,303049,327477,376357
"5609",5609,304756,2030-08-22 16:55:00,234,308473,306068,306433,303845,324035,371850
"5610",5610,308001,2030-08-22 17:55:00,234,312166,302738,301382,306904,319648,364492
"5611",5611,311692,2030-08-22 18:55:00,234,315621,300272,295931,310016,316344,354519
"5612",5612,316815,2030-08-22 19:55:00,234,319188,307233,299768,313355,325499,361806
"5613",5613,321092,2030-08-22 20:55:00,234,321790,310619,302950,315899,329566,366809
"5614",5614,321200,2030-08-22 21:55:00,234,321435,310199,305164,315555,329057,370075
"5615",5615,315415,2030-08-22 22:55:00,234,316480,310543,311272,310809,329477,378266
"5616",5616,309646,2030-08-22 23:55:00,234,310352,307341,309602,305384,325645,376099
"5617",5617,304505,2030-08-23 00:55:00,235,303562,299982,299309,299921,315957,361084
"5618",5618,300359,2030-08-23 01:55:00,235,297425,296026,294942,295090,310324,352715
"5619",5619,297706,2030-08-23 02:55:00,235,293286,291178,289900,291949,302695,342216
"5620",5620,296878,2030-08-23 03:55:00,235,291993,288820,286342,290954,298850,333082
"5621",5621,296260,2030-08-23 04:55:00,235,291730,287528,284650,290738,296521,326602
