"generator","gen_capacity","var_cost","type"
"GEN_352032_BALCO2_220_1",70.87,1758.27586206897,"coal"
"GEN_352032_BALCO2_220_2",70.87,1758.27586206897,"coal"
"GEN_352032_BALCO2_220_3",315,1758.27586206897,"coal"
"GEN_352032_BALCO2_220_4",315,1758.27586206897,"coal"
"GEN_352033_DCPP_JS_220_1",141.5,1758.27586206897,"coal"
"GEN_352033_DCPP_JS_220_2",141.5,1758.27586206897,"coal"
"GEN_352035_JSPCL2_220_1",374,1758.27586206897,"coal"
"GEN_352037_DCPP_JS_220_1",141.5,1758.27586206897,"coal"
"GEN_352037_DCPP_JS_220_2",141.5,1758.27586206897,"coal"
"GEN_354002_KORBA-WEST_400_3",210,1790,"coal"
"GEN_354002_KORBA-WEST_400_4",210,1790,"coal"
"GEN_354002_KORBA-WEST_400_5",500,1790,"coal"
"GEN_354009_MARWA_400_1",500,3140,"coal"
"GEN_354009_MARWA_400_2",500,3140,"coal"
"GEN_354013_GMR_400_1",685,1758.27586206897,"coal"
"GEN_354013_GMR_400_2",685,1758.27586206897,"coal"
"GEN_354017_KORBA-NTPC_400_1",227.41,1100,"coal"
"GEN_354017_KORBA-NTPC_400_2",227.41,1100,"coal"
"GEN_354017_KORBA-NTPC_400_3",227.41,1100,"coal"
"GEN_354017_KORBA-NTPC_400_4",545,1100,"coal"
"GEN_354017_KORBA-NTPC_400_5",545,1100,"coal"
"GEN_354017_KORBA-NTPC_400_6",545,1100,"coal"
"GEN_354017_KORBA-NTPC_400_7",545,1080,"coal"
"GEN_354018_KSK-MAHNADI_400_1",687,1758.27586206897,"coal"
"GEN_354018_KSK-MAHNADI_400_2",687,1758.27586206897,"coal"
"GEN_354022_PATH4_400_1",315,1610,"coal"
"GEN_354022_PATH4_400_2",315,1610,"coal"
"GEN_354023_NSPCL4_400_1",262.5,1758.27586206897,"coal"
"GEN_354023_NSPCL4_400_2",262.5,1758.27586206897,"coal"
"GEN_354025_JIN4-B1_400_1",275,1758.27586206897,"coal"
"GEN_354025_JIN4-B1_400_2",275,1758.27586206897,"coal"
"GEN_354025_JIN4-B1_400_3",275,1758.27586206897,"coal"
"GEN_354028_ARYN_CBL_400_1",141.5,590,"coal"
"GEN_354028_ARYN_CBL_400_2",141.5,590,"coal"
"GEN_354029_BALCO_400_1",315,1758.27586206897,"coal"
"GEN_354029_BALCO_400_2",315,1758.27586206897,"coal"
"GEN_354030_VANDANA_400_1",148.5,1758.27586206897,"coal"
"GEN_354030_VANDANA_400_2",148.5,1758.27586206897,"coal"
"GEN_354031_DB-POWER_400_1",630,1758.27586206897,"coal"
"GEN_354032_JPL_EXTN_400_1",630,1758.27586206897,"coal"
"GEN_354032_JPL_EXTN_400_2",630,1758.27586206897,"coal"
"GEN_354032_JPL_EXTN_400_3",630,1758.27586206897,"coal"
"GEN_354032_JPL_EXTN_400_4",630,1758.27586206897,"coal"
"GEN_354033_MARUTI_400_1",330,1758.27586206897,"coal"
"GEN_354038_RKM_400_1",327,1758.27586206897,"coal"
"GEN_354038_RKM_400_4",327,1758.27586206897,"coal"
"GEN_354044_SKS_400_1",300,1758.27586206897,"coal"
"GEN_354044_SKS_400_2",300,1758.27586206897,"coal"
"GEN_354044_SKS_400_3",300,1758.27586206897,"coal"
"GEN_354044_SKS_400_4",300,1758.27586206897,"coal"
"GEN_357002_SIPAT_765_4",545,1090,"coal"
"GEN_357002_SIPAT_765_5",545,1120,"coal"
"GEN_411223_NVBRTH_132_1",18,2605.32882295958,"coal"
"GEN_412025_VTPS_220_1",210,2559.99935571162,"coal"
"GEN_412025_VTPS_220_2",210,2559.99935571162,"coal"
"GEN_412025_VTPS_220_3",210,2559.99935571162,"coal"
"GEN_412025_VTPS_220_4",210,2559.99935571162,"coal"
"GEN_412025_VTPS_220_5",210,2559.99935571162,"coal"
"GEN_412025_VTPS_220_6",210,2559.99935571162,"coal"
"GEN_412034_MUDDANUR_220_1",210,3330.05893909627,"coal"
"GEN_412034_MUDDANUR_220_2",210,3330.05893909627,"coal"
"GEN_412034_MUDDANUR_220_3",210,3330.03027800716,"coal"
"GEN_412034_MUDDANUR_220_4",210,3330.03027800716,"coal"
"GEN_412034_MUDDANUR_220_5",210,3330.05366726297,"coal"
"GEN_412088_ANRAKU_220_1",150,2605.32882295958,"coal"
"GEN_412091_SRDAL-NEW_220_1",80,2605.32882295958,"coal"
"GEN_412094_SBQ_220_1",90,2605.32882295958,"coal"
"GEN_412095_STEEL_XCHNG_220_1",60,2605.32882295958,"coal"
"GEN_412097_SRIGIRIJA_220_1",108,5450,"coal"
"GEN_412098_SILK-RD-SRS_220_1",30,2605.32882295958,"coal"
"GEN_412099_JP-CEMENTS_220_1",28.8,5450,"coal"
"GEN_414012_SIMHADRI_400_1",500,2600.82304526749,"coal"
"GEN_414012_SIMHADRI_400_2",500,2600.82304526749,"coal"
"GEN_414013_VTS-IV_400_1",500,2789.98225946476,"coal"
"GEN_414020_SMHDRI-2_400_3",500,2591.10169491525,"coal"
"GEN_414020_SMHDRI-2_400_4",500,2591.10169491525,"coal"
"GEN_414022_SMHPURI_400_1",150,2605.32882295958,"coal"
"GEN_414022_SMHPURI_400_2",150,2605.32882295958,"coal"
"GEN_414022_SMHPURI_400_3",150,2605.32882295958,"coal"
"GEN_414022_SMHPURI_400_4",150,2605.32882295958,"coal"
"GEN_414026_MNAKSHI_400_1",150,2605.32882295958,"coal"
"GEN_414026_MNAKSHI_400_2",150,2605.32882295958,"coal"
"GEN_414027_HINDUJA_400_1",500,1860.28460543338,"coal"
"GEN_421031_KOTAGDEM_132_1",60,2029.6886314265,"coal"
"GEN_421040_NAVBAATH_132_1",72,2605.32882295958,"coal"
"GEN_421055_RAMGUM-B_132_1",62.5,2369.76423883983,"coal"
"GEN_421178_SEEAPRAM_132_1",43,2605.32882295958,"coal"
"GEN_421184_MADHUCON_132_1",25,2605.32882295958,"coal"
"GEN_421196_KKTYACEM_132_1",20,2605.32882295958,"coal"
"GEN_421199_MYHOMEPOWE_132_1",60,2605.32882295958,"coal"
"GEN_421201_PENNAPOWER_132_1",77,2040,"coal"
"GEN_421203_KRSHNV-CEM_132_1",29,2605.32882295958,"coal"
"GEN_422004_HWP_220_1",90,2605.32882295958,"coal"
"GEN_422005_KOTAGDEM_220_10",250,1579,"coal"
"GEN_422005_KOTAGDEM_220_2",60,2029.6886314265,"coal"
"GEN_422005_KOTAGDEM_220_3",60,2029.6886314265,"coal"
"GEN_422005_KOTAGDEM_220_4",60,2029.6886314265,"coal"
"GEN_422005_KOTAGDEM_220_5",120,2029.6886314265,"coal"
"GEN_422005_KOTAGDEM_220_6",120,2029.6886314265,"coal"
"GEN_422005_KOTAGDEM_220_7",120,2029.6886314265,"coal"
"GEN_422005_KOTAGDEM_220_8",120,2029.6886314265,"coal"
"GEN_422005_KOTAGDEM_220_9",250,1579,"coal"
"GEN_422059_NBEIL_220_1",150,2605.32882295958,"coal"
"GEN_422062_ORIENTCEM_220_1",50,2605.32882295958,"coal"
"GEN_424002_RGM-NTPC_400_1",200,2510.52274270197,"coal"
"GEN_424002_RGM-NTPC_400_2",200,2510.52274270197,"coal"
"GEN_424002_RGM-NTPC_400_3",200,2510.52274270197,"coal"
"GEN_424002_RGM-NTPC_400_4",500,2510.52274270197,"coal"
"GEN_424002_RGM-NTPC_400_5",500,2510.52274270197,"coal"
"GEN_424002_RGM-NTPC_400_6",500,2510.52274270197,"coal"
"GEN_424002_RGM-NTPC_400_7",500,2580.1294651047,"coal"
"GEN_424009_KKTYATPS_400_1",500,2130.14020890185,"coal"
"GEN_424012_KTPS_400_1",500,2690.12891690976,"coal"
"GEN_431213_KOGANTI_110_1",7.5,3890.77535265717,"coal"
"GEN_431312_RAJA-CEM_110_1",58.5,3890.77535265717,"coal"
"GEN_431349_SHTHVANA_110_1",21,3890.77535265717,"coal"
"GEN_431367_SOLARIS_110_1",18,3890.77535265717,"coal"
"GEN_431373_STRMETLC_110_1",5,3890.77535265717,"coal"
"GEN_431376_SURANIND_110_1",32,3890.77535265717,"coal"
"GEN_431403_VASCEM_110_1",61.2,3890.77535265717,"coal"
"GEN_432017_BMMISPAT_220_1",22.5,5450,"coal"
"GEN_432042_JINDAL2_220_1",130,5770,"coal"
"GEN_432042_JINDAL2_220_2",130,5770,"coal"
"GEN_432071_RTPS_220_1",210,2970.96468357431,"coal"
"GEN_432071_RTPS_220_2",210,2970.96468357431,"coal"
"GEN_432071_RTPS_220_3",210,2970.96468357431,"coal"
"GEN_434006_RCHR-TPS_400_4",210,2970.96468357431,"coal"
"GEN_434006_RCHR-TPS_400_5",210,2970.96468357431,"coal"
"GEN_434006_RCHR-TPS_400_6",210,2970.96468357431,"coal"
"GEN_434006_RCHR-TPS_400_7",210,2970.96468357431,"coal"
"GEN_434006_RCHR-TPS_400_8",250,2761.90476190476,"coal"
"GEN_434011_BTPS_400_1",500,2894.14414414414,"coal"
"GEN_434011_BTPS_400_2",500,2611.09522447812,"coal"
"GEN_434014_JINDAL_400_1",300,5770,"coal"
"GEN_434014_JINDAL_400_2",300,5770,"coal"
"GEN_434014_JINDAL_400_3",300,5770,"coal"
"GEN_434014_JINDAL_400_4",300,5770,"coal"
"GEN_434021_UPCL_400_1",600,2395.41739246952,"coal"
"GEN_434021_UPCL_400_2",600,2395.41739246952,"coal"
"GEN_441025_MALCO1_110_1",120,5050,"coal"
"GEN_441068_CHETCE1_110_1",30,5050,"coal"
"GEN_441069_CHETNADG_110_1",15,5050,"coal"
"GEN_441077_EMPESUG1_110_1",50,5050,"coal"
"GEN_441078_HITECH1_110_1",10,5050,"coal"
"GEN_441080_INDCEME1_110_1",5,5050,"coal"
"GEN_441097_NLCTS11_110_1",50,2060,"coal"
"GEN_441097_NLCTS11_110_2",50,2060,"coal"
"GEN_441097_NLCTS11_110_3",50,2060,"coal"
"GEN_441097_NLCTS11_110_4",50,2060,"coal"
"GEN_441097_NLCTS11_110_5",50,2060,"coal"
"GEN_441097_NLCTS11_110_6",50,2060,"coal"
"GEN_441098_OPG1_110_1",17.5,5050,"coal"
"GEN_441107_SAKTHI11_110_1",50,5050,"coal"
"GEN_441108_SAKTHI21_110_1",30,5050,"coal"
"GEN_441118_TCPL1_110_1",63.5,5050,"coal"
"GEN_441119_TNPL1_110_1",4,5050,"coal"
"GEN_441126_JSWL_110_1",60,5050,"coal"
"GEN_441134_DALMIA_110_1",20,5050,"coal"
"GEN_441164_ETPS1_110_1",60,7880,"coal"
"GEN_441164_ETPS1_110_2",60,7880,"coal"
"GEN_441222_TULYSAN1_110_1",35,5050,"coal"
"GEN_442021_ETPS2_230_1",110,3340,"coal"
"GEN_442021_ETPS2_230_2",110,3340,"coal"
"GEN_442021_ETPS2_230_3",110,3340,"coal"
"GEN_442030_INDARCPP_230_1",63,5050,"coal"
"GEN_442030_INDARCPP_230_2",63,5050,"coal"
"GEN_442030_INDARCPP_230_3",63,5050,"coal"
"GEN_442047_MTPS2_230_1",210,3120,"coal"
"GEN_442047_MTPS2_230_2",210,3120,"coal"
"GEN_442047_MTPS2_230_3",210,3120,"coal"
"GEN_442047_MTPS2_230_4",210,3120,"coal"
"GEN_442051_STCMS_230_1",250,2320,"coal"
"GEN_442052_NLCTS12_230_7",100,2060,"coal"
"GEN_442052_NLCTS12_230_8",100,2060,"coal"
"GEN_442052_NLCTS12_230_9",100,2060,"coal"
"GEN_442053_NLC22_230_1",210,2225.60975609756,"coal"
"GEN_442053_NLC22_230_2",210,2225.60975609756,"coal"
"GEN_442053_NLC22_230_3",210,2225.60975609756,"coal"
"GEN_442054_NCTPS-I_230_1",210,2670,"coal"
"GEN_442054_NCTPS-I_230_2",210,2670,"coal"
"GEN_442054_NCTPS-I_230_3",210,2670,"coal"
"GEN_442087_TTPS2_230_1",210,1580,"coal"
"GEN_442087_TTPS2_230_2",210,1580,"coal"
"GEN_442087_TTPS2_230_3",210,1580,"coal"
"GEN_442087_TTPS2_230_4",210,1580,"coal"
"GEN_442087_TTPS2_230_5",210,1580,"coal"
"GEN_442109_SDEV_230_1",40,5050,"coal"
"GEN_442109_SDEV_230_2",80,5050,"coal"
"GEN_442110_OPG_ALM_230_1",160,5050,"coal"
"GEN_442120_KAMACHI_230_1",70,5050,"coal"
"GEN_442121_KAVERI_230_1",63,5050,"coal"
"GEN_442122_ARS_230_1",60,5050,"coal"
"GEN_442124_STERLITE2_230_1",80,5050,"coal"
"GEN_442124_STERLITE2_230_2",80,5050,"coal"
"GEN_442125_IBPTL2_230_1",150,5050,"coal"
"GEN_442125_IBPTL2_230_2",150,5050,"coal"
"GEN_444013_NLC1EXP_400_1",210,2114.99272197962,"coal"
"GEN_444013_NLC1EXP_400_2",210,2114.99272197962,"coal"
"GEN_444014_NLC2_400_4",210,2224.97308934338,"coal"
"GEN_444014_NLC2_400_5",210,2224.97308934338,"coal"
"GEN_444014_NLC2_400_6",210,2224.97308934338,"coal"
"GEN_444014_NLC2_400_7",210,2224.97308934338,"coal"
"GEN_444016_NLC2EXP_400_1",250,2230,"coal"
"GEN_444016_NLC2EXP_400_2",250,2230,"coal"
"GEN_444019_VALLUR_400_1",500,2209.94152046784,"coal"
"GEN_444019_VALLUR_400_2",500,2209.94152046784,"coal"
"GEN_444019_VALLUR_400_3",500,2209.94152046784,"coal"
"GEN_444020_METR-III_400_1",600,3370,"coal"
"GEN_444022_NCTPS-II_400_1",600,2730,"coal"
"GEN_444022_NCTPS-II_400_2",600,2730,"coal"
"GEN_444023_CENERGY_400_1",600,3549.5,"coal"
"GEN_444032_ILFS_400_1",600,3043.2,"coal"
"GEN_444032_ILFS_400_2",600,3043.2,"coal"
"GEN_524002_BTPS-NT4_400_1",363,3000,"coal"
"GEN_524002_BTPS-NT4_400_2",363,3000,"coal"
"GEN_541024_MPL_132_1",45.35,2614.67139567317,"coal"
"GEN_541024_MPL_132_2",8,2614.67139567317,"coal"
"GEN_541027_ADHUNIK1_132_1",25,3000,"coal"
"GEN_561008_KHIPRE1_132_1",8,2614.67139567317,"coal"
"GEN_561008_KHIPRE1_132_2",8,2614.67139567317,"coal"
"GEN_561008_KHIPRE1_132_3",8,2614.67139567317,"coal"
"GEN_571010_TLIMURA1_132_1",4,2614.67139567317,"coal"
"GEN_571010_TLIMURA1_132_2",4,2614.67139567317,"coal"
"GEN_571010_TLIMURA1_132_3",4,2614.67139567317,"coal"
"GEN_312037_PANAN2_220_1",70,1470,"coal"
"GEN_312037_PANAN2_220_2",70,1470,"coal"
"GEN_312037_PANAN2_220_3",75,1470,"coal"
"GEN_312037_PANAN2_220_4",75,1350,"coal"
"GEN_312084_MANGROL_220_1",125,1400,"coal"
"GEN_312084_MANGROL_220_2",125,1400,"coal"
"GEN_312084_MANGROL_220_3",125,1400,"coal"
"GEN_312084_MANGROL_220_4",125,1400,"coal"
"GEN_521041_PALAPOL1_132_2",5.3,5055.00894133382,"other"
"GEN_551008_BAIRABI1_132_1",2,5055.00894133382,"other"
"GEN_114000_TALWANDISABO_400_1",660,2220,"coal"
"GEN_114000_TALWANDISABO_400_2",660,2220,"coal"
"GEN_114000_TALWANDISABO_400_3",660,2220,"coal"
"GEN_114005_RAJPURA_TH_400_1",700,2600,"coal"
"GEN_114005_RAJPURA_TH_400_2",700,2600,"coal"
"GEN_124004_JHAJAR_N_400_1",660,3050,"coal"
"GEN_124004_JHAJAR_N_400_2",660,3050,"coal"
"GEN_134010_KAWAI_400_1",660,2220,"coal"
"GEN_134010_KAWAI_400_2",660,2220,"coal"
"GEN_157009_LALITPUR-TPS_765_1",660,1980,"coal"
"GEN_157009_LALITPUR-TPS_765_2",660,1980,"coal"
"GEN_157009_LALITPUR-TPS_765_3",660,1980,"coal"
"GEN_214008_BARH_400_1",600,4156,"coal"
"GEN_314013_MUNDRA_400_5",660,1380,"coal"
"GEN_314013_MUNDRA_400_6",660,1380,"coal"
"GEN_314013_MUNDRA_400_7",660,1500,"coal"
"GEN_314013_MUNDRA_400_8",660,1500,"coal"
"GEN_314013_MUNDRA_400_9",660,1500,"coal"
"GEN_314023_VADINAR_400_1",660,1770,"coal"
"GEN_314023_VADINAR_400_2",660,1770,"coal"
"GEN_314035_CGPL_400_1",830,1440,"coal"
"GEN_314035_CGPL_400_2",830,1440,"coal"
"GEN_314035_CGPL_400_3",830,1440,"coal"
"GEN_314035_CGPL_400_4",830,1440,"coal"
"GEN_314035_CGPL_400_5",830,1440,"coal"
"GEN_324028_NIGRI_400_1",693,1170,"coal"
"GEN_324028_NIGRI_400_2",693,1170,"coal"
"GEN_327008_SASAN_765_1",660,1149,"coal"
"GEN_327008_SASAN_765_2",660,1149,"coal"
"GEN_327008_SASAN_765_3",660,1149,"coal"
"GEN_327008_SASAN_765_4",660,1149,"coal"
"GEN_327008_SASAN_765_5",660,1149,"coal"
"GEN_327008_SASAN_765_6",693,1149,"coal"
"GEN_334030_TIRODA_400_1",660,2640,"coal"
"GEN_334030_TIRODA_400_2",660,2640,"coal"
"GEN_334030_TIRODA_400_3",660,2640,"coal"
"GEN_334059_SHLPR-NTPC_400_1",660,2256,"coal"
"GEN_334059_SHLPR-NTPC_400_2",660,2256,"coal"
"GEN_337001_TIRORA_765_1",660,1680,"coal"
"GEN_337001_TIRORA_765_2",660,1680,"coal"
"GEN_354010_KWPCL_400_1",660,1090,"coal"
"GEN_354010_KWPCL_400_2",660,1090,"coal"
"GEN_354038_RKM_400_2",327,1090,"coal"
"GEN_354038_RKM_400_3",327,1090,"coal"
"GEN_357002_SIPAT_765_1",687,1090,"coal"
"GEN_357002_SIPAT_765_2",687,1090,"coal"
"GEN_357002_SIPAT_765_3",687,1090,"coal"
"GEN_414030_SDSTPS_400_1",800,2350.50798258345,"coal"
"GEN_414034_THPTECH_400_1",600,2350.50798258345,"coal"
"GEN_332039_CHALI2_220_1",40,3770,"other"
"GEN_521058_LTPS1_132_8",37.5,3770,"other"
"HYDRO-STORAGE",23673.45,0,"hydro"
"HYDRO-ROR",14436.07,0,"mustrun"
"NUCLEAR",6860,2570.90909090909,"mustrun"
"HYDRO-PONDAGE",4707,0,"mustrun"
